Index,Word,log freq,nr. of tokens,tokens,word score
57,aristocrat,9.320628725870304,2,arist_ocrat,-21.107498168945312
58,arranged,7.79934339821592,2,arr_anged,-17.22564697265625
59,arsonist,6.336825731146441,2,arson_ist,-25.89806365966797
60,article,10.419241014538416,1,article,-10.420089721679688
61,artisan,8.753213480544126,1,artisan,-18.49573516845703
62,artist,10.441529431095358,1,artist,-14.533538818359377
63,assailant,7.843064016692054,3,ass_ail_ant,-20.383953094482425
64,assassin,9.699778913860523,2,ass_assin,-18.010116577148438
65,assignment,9.362889770436468,2,ass_ignment,-17.82403564453125
66,assistant,9.145588494746486,2,ass_istant,-18.0713005065918
67,assisted,7.258412150595307,1,assisted,-16.205032348632812
68,assuaged,6.432940092739179,3,ass_u_aged,-23.58954620361328
69,asylum,8.566935283311052,2,as_ylum,-18.18796157836914
70,ate,11.490066170824146,1,ate,-18.138893127441406
71,athlete,7.987864096085687,2,ath_lete,-17.78704833984375
72,attacked,8.479698986988657,2,att_acked,-18.901012420654297
73,attacker,7.29776828253138,2,att_acker,-17.953044891357422
74,attendant,8.104703468371108,2,att_endant,-19.338172912597656
75,attended,8.3030093814735,2,att_ended,-18.687862396240234
76,attired,6.666956792429207,2,att_ired,-20.89997100830078
77,attorney,9.704548689918736,2,att_orney,-17.319671630859375
78,au,14.4713996980682,1,au,-16.384559631347656
79,audience,9.923094082175046,2,aud_ience,-17.299232482910156
80,auditor,9.733707027236484,2,aud_itor,-18.619598388671875
81,aunt,9.307467082706903,1,aunt,-18.133323669433597
82,author,12.03998264144649,1,author,-12.980827331542969
83,autographed,6.063785208687608,2,aut_ographed,-20.425716400146484
84,aviator,7.364547014255642,2,avi_ator,-20.199562072753903
85,awed,7.129297548929373,1,awed,-20.07610321044922
86,baby,10.260427461368565,1,baby,-14.298561096191406
87,bachelor,8.73761303680885,2,b_achelor,-18.4903564453125
88,badgered,6.311734809152915,2,bad_gered,-21.98139953613281
89,baffled,7.080867896690782,3,b_aff_led,-19.526905059814453
90,bag,11.166328142227036,1,bag,-17.063499450683594
91,baguette,7.117205503164344,3,b_agu_ette,-21.150924682617188
92,bailiff,7.92588031673756,3,b_ail_iff,-20.544979095458984
93,baker,8.772145439245099,2,b_aker,-17.553417205810547
94,ballerina,6.839476438228843,3,ball_er_ina,-19.66709518432617
95,ballot,9.646657943567112,2,ball_ot,-18.449806213378903
96,banished,7.397561535524052,2,ban_ished,-19.800678253173828
97,banker,8.522578663692576,2,bank_er,-18.389598846435547
98,banner,9.132054453577638,2,ban_ner,-17.178424835205078
99,barber,9.364433907313582,2,bar_ber,-17.679790496826172
100,baron,9.883488906029438,2,bar_on,-19.191112518310547
101,baroness,7.288927694521257,3,bar_on_ess,-23.82304000854492
102,barrister,7.577633832602728,3,b_arr_ister,-19.95785903930664
103,basin,9.30801139914963,2,bas_in,-20.434356689453125
104,basted,6.431331081933479,2,b_asted,-19.874237060546875
105,battery,8.714239143608575,2,b_attery,-15.815326690673828
106,bear,11.301586959105782,1,bear,-15.382461547851562
107,beat,11.004181007408064,1,beat,-15.995338439941406
108,beaten,8.134467570277563,2,beat_en,-20.25395965576172
109,befriended,6.582025138892826,4,b_ef_riend_ed,-22.30924224853516
110,befuddled,6.214608098422191,3,b_ef_uddled,-22.55683135986328
111,begged,6.444131256700441,2,be_gged,-20.21945571899414
112,beginner,7.685243607975833,2,begin_ner,-16.593711853027344
113,begrudged,6.22455842927536,4,be_gr_ud_ged,-24.47940444946289
114,believed,8.93102321585603,2,bel_ieved,-17.70901107788086
115,belittled,6.175867270105761,3,bel_itt_led,-20.48350143432617
116,bellboy,6.666956792429207,2,bell_boy,-21.33367919921875
117,bemused,6.680854678790215,3,b_em_used,-22.31649780273437
118,benefactor,8.474703139795285,2,benef_actor,-21.30493927001953
119,beneficiary,9.056722883310584,2,benef_iciary,-21.713138580322266
120,bent,9.883794919190391,1,bent,-16.93927764892578
121,berated,6.302618975744905,2,ber_ated,-24.900333404541016
122,betrayed,7.023758954738443,3,bet_ray_ed,-20.082992553710938
123,beverage,8.118802996980035,3,b_ever_age,-19.38426971435547
124,biased,7.204892510204673,1,biased,-16.663673400878906
125,biker,6.88653164253051,2,b_iker,-17.124099731445312
126,billed,6.773080375655535,2,b_illed,-18.40245056152344
127,biologist,7.627544390488503,2,bi_ologist,-18.86159896850586
128,blackmailer,6.776506992372183,3,black_mail_er,-19.431377410888672
129,blamed,7.111512116496157,2,bl_amed,-19.582653045654297
130,blew,8.106212902619962,2,ble_w,-18.61261367797852
131,blonde,8.209580483475577,2,bl_onde,-17.549209594726562
132,blown,8.023552392404348,1,blown,-16.17237091064453
133,book,11.848132615993713,1,book,-14.586997985839844
134,bookkeeper,7.345364840416867,2,book_keeper,-22.801677703857425
135,bookseller,7.696667081526462,2,book_seller,-20.14473342895508
136,bookworm,7.162397497355718,2,book_worm,-21.905567169189453
137,borrowed,7.367708572374371,3,bor_row_ed,-17.215682983398438
138,boss,9.850350454123,1,boss,-15.655502319335938
139,botanist,7.821643126239982,3,bot_an_ist,-21.47958374023437
140,bothered,6.052089168924417,2,bot_hered,-23.014877319335938
141,bottle,9.750161532583428,2,bott_le,-16.475215911865234
142,bought,8.554874258383926,2,b_ought,-16.739524841308594
143,bowler,7.368970402194793,2,bow_ler,-18.973350524902344
144,boy,11.221114881934668,1,boy,-15.188606262207031
145,boyfriend,7.066466970136958,2,boy_friend,-17.604503631591797
146,bribed,6.385194398997726,2,b_ribed,-20.637779235839844
147,bricklayer,7.116394144093465,3,br_ick_layer,-21.293975830078125
148,brochure,7.515889085215125,3,bro_ch_ure,-18.61167335510254
149,broker,8.790269111478656,2,bro_ker,-18.70837783813477
150,brunette,7.315218389752975,3,br_un_ette,-18.022369384765625
151,bulb,10.28800137389136,2,bul_b,-18.476341247558597
152,bully,8.877939834725023,2,b_ully,-18.71913146972656
153,bum,10.950455608051898,1,bum,-16.61646270751953
154,bureaucrat,8.852664927703866,4,b_ureau_cr_at,-20.659374237060547
155,burgled,5.91350300563827,2,burg_led,-23.784751892089844
156,burial,9.06843112579349,2,bur_ial,-18.75216293334961
157,burned,8.872346978983032,2,burn_ed,-18.17723846435547
158,burnt,8.985320060649112,2,bur_nt,-17.289424896240234
159,bus,12.36680022151187,1,bus,-14.360008239746094
160,busboy,6.192362489474872,2,bus_boy,-20.13018035888672
161,businessman,7.1180162044653335,2,business_man,-18.292133331298828
162,butcher,9.393328373313295,2,but_cher,-18.26763916015625
163,button,9.815202637668555,1,button,-13.59326171875
164,buyer,9.282288871288769,2,buy_er,-16.25570297241211
165,by,12.782197126305144,1,by,-7.828197479248047
166,bystander,7.643482907077201,3,by_stand_er,-21.76851272583008
167,cabbie,6.4692503167957724,3,c_abb_ie,-19.917213439941406
168,cadet,8.296297112642508,3,c_ad_et,-19.892414093017575
169,calculated,8.669399124305569,2,cal_culated,-18.952720642089844
170,call,11.937565552464434,1,call,-12.760154724121094
171,called,9.64930472862475,1,called,-13.53301239013672
172,calmed,6.2166061010848646,2,cal_med,-22.31600952148437
173,campaigner,6.851184927493743,2,campaign_er,-16.582042694091797
174,camper,7.793174347189205,2,cam_per,-19.493061065673828
175,canceled,7.438971592395862,3,c_ance_led,-19.639875411987305
176,candidate,9.95041884722056,2,cand_idate,-15.869718551635742
177,capitalist,8.912473274466036,1,capitalist,-15.619277954101562
178,captain,9.393411647660685,2,capt_ain,-13.873214721679688
179,captive,8.914760527397261,2,capt_ive,-16.438365936279297
180,car,14.12184680437444,1,car,-12.785926818847656
181,cardiologist,6.327936783729195,2,card_iologist,-20.06783676147461
182,caretaker,7.226209010100671,2,care_taker,-18.689617156982425
183,carnivore,7.1785454837637,4,c_arn_iv_ore,-19.0959415435791
184,carrier,9.947360886980098,2,car_rier,-16.69036865234375
185,cartographer,6.740519359606223,2,cart_ographer,-21.201557159423828
186,cartoonist,6.854354502255021,3,cart_oon_ist,-16.736785888671875
187,caseworker,6.246106765481563,3,cas_ework_er,-21.843189239501957
188,cash,10.367410230215862,1,cash,-14.751747131347656
189,cashier,8.444837529224097,2,cash_ier,-18.58899307250977
190,cast,11.95130296903415,1,cast,-16.252395629882812
191,caught,8.193953023563742,2,c_aught,-16.97939682006836
192,cautioned,6.248042874508429,3,ca_ution_ed,-20.749305725097656
193,celebrity,7.283448228756631,3,cele_br_ity,-16.28116798400879
194,cellist,6.945051063725834,2,cell_ist,-21.80521774291992
195,chairman,8.851377097519439,2,chair_man,-16.172420501708984
196,challenged,8.294299608857235,2,chall_enged,-17.646629333496094
197,champion,8.62371303479391,2,ch_ampion,-17.507427215576172
198,chancellor,8.22389538017882,2,chance_llor,-17.997310638427734
199,changed,9.485165142425409,1,changed,-14.806488037109377
200,channeler,6.075346031088684,2,channel_er,-20.594951629638672
201,chaplain,8.605936401250625,2,cha_plain,-22.393573760986328
202,character,11.604975791768045,1,character,-14.705032348632812
203,charged,9.106534203250591,1,charged,-16.37158203125
204,charlatan,8.576970395452099,3,ch_arl_atan,-20.6641845703125
205,chart,10.84261551831304,1,chart,-15.442306518554688
206,chased,6.814542897259958,2,ch_ased,-19.73709487915039
207,chauffeur,7.562161631225652,4,ch_au_ffe_ur,-21.10314178466797
208,cheapskate,6.289715570908998,4,che_aps_k_ate,-20.973777770996094
209,cheerleader,6.525029657843462,3,che_er_leader,-20.08051300048828
210,chef,9.310366686043308,2,che_f,-17.586429595947266
211,chemist,8.952217101765946,1,chemist,-22.04456329345703
212,cherished,6.859614903654202,2,cher_ished,-23.04442977905273
213,chief,10.683041760836812,1,chief,-14.64997100830078
214,child,12.02586884470722,1,child,-14.49140167236328
215,chiropractor,6.541029999189903,3,chi_rop_ractor,-22.274639129638672
216,choked,7.315883504509785,2,ch_oked,-20.699256896972656
217,chose,9.65419251248905,2,ch_ose,-19.241527557373047
218,chosen,9.020994200245264,2,ch_osen,-18.042255401611328
219,churchgoer,6.588926477533519,3,church_go_er,-24.22875213623047
220,cinematographer,6.400257445308821,4,c_inem_at_ographer,-20.29067039489746
221,cited,8.885579291282982,2,c_ited,-19.50030899047852
222,citizen,10.841344062324843,2,c_itizen,-17.641212463378906
223,claims,9.953847911875078,2,claim_s,-14.66229248046875
224,clay,10.206292200258018,2,cl_ay,-16.864620208740234
225,cleaned,6.78332520060396,2,cle_aned,-18.019363403320312
226,clergyman,7.2875606403097235,3,cler_gy_man,-22.27845764160156
227,clerk,9.675331459398372,2,cl_erk,-18.590858459472656
228,closed,9.810878720803466,1,closed,-14.351570129394531
229,clown,9.165656764349542,2,cl_own,-17.352100372314453
230,coach,9.954180666851649,2,co_ach,-15.829402923583984
231,cobbler,7.557994958530806,3,c_obb_ler,-19.952289581298828
232,coddled,6.437751649736401,3,c_odd_led,-20.871768951416016
233,collaborator,8.721765357145012,3,coll_abor_ator,-17.910480499267578
234,colonel,8.53817159780143,2,col_onel,-19.068248748779297
235,comedian,7.450660796211539,2,comed_ian,-17.547971725463867
236,comforted,7.173191742486599,2,comfort_ed,-20.47084045410156
237,commander,9.650528916142733,2,comm_ander,-17.619491577148438
238,commended,7.2254814727822945,2,comm_ended,-21.868614196777344
239,commentator,8.836373930927389,2,comment_ator,-19.499771118164062
240,communist,8.725832056527565,2,commun_ist,-17.718610763549805
241,company,10.618176044083802,1,company,-15.053634643554688
242,compensated,7.101675971619444,3,comp_ens_ated,-19.92959976196289
243,competitor,9.360483030405902,3,comp_et_itor,-17.840503692626953
244,complaint,9.85513729159508,2,compl_aint,-16.38448143005371
245,completed,9.574983485564092,2,com_pleted,-16.855186462402344
246,complimented,6.4692503167957724,3,compl_iment_ed,-20.85048484802246
247,composer,8.511376306094673,3,com_pos_er,-15.217302322387695
248,computer,10.01681623784313,1,computer,-15.37432098388672
249,concealed,7.963807953231451,3,con_ce_aled,-16.82874298095703
250,concert,10.232575449046529,1,concert,-16.509193420410156
251,conductor,8.549466751966532,2,cond_uctor,-20.26885223388672
252,confectioner,7.763446388727362,4,con_fect_ion_er,-21.664520263671875
253,confirmed,8.975124239427704,1,confirmed,-14.919227600097656
254,confronted,6.656726524178391,3,con_front_ed,-19.044654846191406
255,confused,8.303752415563412,2,conf_used,-16.54802703857422
256,congratulated,6.439350371100098,3,cong_rat_ulated,-20.80008888244629
257,congressman,6.472346294500901,3,cong_ress_man,-18.1632080078125
258,conned,6.762729506931879,2,con_ned,-20.736133575439453
259,connoisseur,7.993619994827744,4,con_no_isse_ur,-19.04883575439453
260,conqueror,8.59840444684106,3,con_quer_or,-20.44209289550781
261,conservative,8.889997357284841,1,conservative,-14.96735382080078
262,constable,8.122074375362217,2,const_able,-17.589313507080078
263,consulted,8.211754397375197,3,cons_ult_ed,-19.90579605102539
264,contacted,6.42648845745769,2,cont_acted,-19.419979095458984
265,contender,8.540714386457584,2,cont_ender,-18.018817901611328
266,contestant,7.180831199044556,3,cont_est_ant,-18.822589874267575
