word,nr. of tokens,tokens,word score
hals,2,ha_##ls,-18.82916831970215
halt,1,halt,-11.68429946899414
halted,1,halted,-13.836977005004883
halts,2,halt_##s,-15.089178085327148
halves,1,halves,-13.624958992004395
ham,2,ha_##m,-11.217885971069336
hamburger,3,ha_##mb_##urger,-17.016286849975586
hamilton,3,ha_##mi_##lton,-25.087862014770508
hamlet,1,hamlet,-12.970342636108398
hamm,2,ha_##mm,-15.116765975952148
hammarskjold,5,ha_##mma_##rsk_##jo_##ld,-42.65304470062256
hammer,1,hammer,-13.13187313079834
hammered,2,hammer_##ed,-12.902719497680664
hammett,3,ha_##mme_##tt,-23.025372982025146
hammons,3,ha_##mm_##ons,-26.038033962249756
hamper,2,ha_##mper,-16.77195930480957
hampered,1,hampered,-15.04810619354248
hampers,3,ha_##mper_##s,-19.07242774963379
hampshire,3,ha_##mps_##hire,-23.9071044921875
hamrick,3,ha_##m_##rick,-22.977911949157715
han,2,ha_##n,-14.336241245269775
hanch,2,ha_##nch,-21.73530864715576
hancock,3,ha_##nco_##ck,-29.317033290863037
hand,1,hand,-9.875387191772461
handbooks,2,hand_##books,-16.582923412322998
handclasp,3,hand_##c_##lasp,-21.767662048339844
handed,1,handed,-12.017280578613281
handful,1,handful,-11.854785919189453
handicap,3,hand_##ica_##p,-17.69409942626953
handier,2,hand_##ier,-17.40707015991211
handing,1,handing,-15.273191452026367
handkerchief,1,handkerchief,-13.271621704101562
handle,1,handle,-10.76965618133545
handled,1,handled,-11.667917251586914
handler,2,handle_##r,-13.466093063354492
handlers,2,handle_##rs,-15.792418003082275
handles,1,handles,-13.643708229064941
handley,2,handle_##y,-18.177831172943115
handling,1,handling,-13.244283676147461
handmade,2,hand_##made,-14.478047370910645
handmaiden,3,hand_##ma_##iden,-21.604694366455078
hands,1,hands,-10.987190246582031
handsome,1,handsome,-9.72533130645752
handsomer,2,handsome_##r,-13.662028312683105
handsomest,2,handsome_##st,-15.210421562194824
handstand,3,hands_##tan_##d,-22.42238998413086
handstands,3,hands_##tan_##ds,-25.477005004882812
handwriting,1,handwriting,-16.253389358520508
handy,1,handy,-12.809553146362305
haney,2,ha_##ney,-22.336194038391113
hanford,3,ha_##n_##ford,-23.335713863372803
hang,1,hang,-10.796570777893066
hangars,2,hangar_##s,-17.314086437225342
hanged,1,hanged,-11.540888786315918
hangers,2,hang_##ers,-18.142019271850586
hanging,1,hanging,-11.89687728881836
hangouts,2,hang_##outs,-18.29060459136963
hangover,2,hang_##over,-14.008559226989746
hank,2,ha_##nk,-15.370960712432861
hankered,3,ha_##nk_##ered,-18.861475944519043
hanover,3,ha_##nov_##er,-24.971503257751465
hanoverian,4,ha_##nov_##eria_##n,-29.06881809234619
hans,2,ha_##ns,-18.14219856262207
hansen,3,ha_##nse_##n,-21.334392547607422
hap,2,ha_##p,-13.582040786743164
haphazard,3,ha_##pha_##zard,-19.904998779296875
hapless,3,ha_##ples_##s,-16.90030288696289
happen,1,happen,-10.63141918182373
happened,1,happened,-11.68407154083252
happening,1,happening,-12.351969718933105
happenings,2,happening_##s,-17.325957775115967
happens,1,happens,-11.489285469055176
happenstance,3,happens_##tan_##ce,-21.600204467773438
happier,1,happier,-14.417457580566406
happiest,3,ha_##pp_##iest,-15.64046335220337
happily,1,happily,-10.732912063598633
happiness,1,happiness,-10.225276947021484
happy,1,happy,-7.796751499176025
haqvin,3,ha_##q_##vin,-27.775537490844727
haranguing,3,ha_##rang_##uing,-20.43462371826172
harass,2,ha_##rass,-14.821735858917236
harassed,2,ha_##rassed,-14.582315444946289
harbor,1,harbor,-11.47832202911377
harbored,2,harbor_##ed,-14.385396003723145
harbors,2,harbor_##s,-15.052403450012207
hard,1,hard,-8.030132293701172
harden,2,hard_##en,-14.477991580963135
hardened,1,hardened,-10.194343566894531
hardener,2,hard_##ener,-17.831003189086914
harder,1,harder,-12.67222785949707
hardest,1,hardest,-14.345163345336914
hardly,1,hardly,-12.289620399475098
hardship,2,hard_##ship,-10.805601596832275
hardships,2,hard_##ships,-15.236842155456543
