word,nr. of tokens,tokens,word score
enright,2,en_##right,-18.116480827331543
enroll,2,en_##roll,-16.93589162826538
enrolled,1,enrolled,-13.42772388458252
enrollment,1,enrollment,-17.058292388916016
enrollments,2,enrollment_##s,-20.436965942382812
ensemble,1,ensemble,-13.881771087646484
ensign,2,en_##sign,-14.16504430770874
ensue,3,en_##su_##e,-15.32673978805542
ensued,1,ensued,-14.207051277160645
ensues,3,en_##su_##es,-16.588307857513428
ensuing,1,ensuing,-14.533838272094727
ensure,1,ensure,-9.915999412536621
entail,2,en_##tail,-15.452457427978516
entails,2,en_##tails,-15.936142921447754
enter,1,enter,-11.60215950012207
entered,1,entered,-12.625951766967773
entering,1,entering,-13.201295852661133
enterprise,1,enterprise,-11.729583740234375
enterprises,1,enterprises,-15.612374305725098
enterprising,3,enter_##p_##rising,-19.819305419921875
enters,1,enters,-14.520875930786133
entertain,1,entertain,-13.260371208190918
entertained,1,entertained,-13.208227157592773
entertainer,2,entertain_##er,-12.754727363586426
entertaining,1,entertaining,-13.41726303100586
entertainment,1,entertainment,-11.782975196838379
enthusiasm,1,enthusiasm,-13.0994873046875
enthusiast,4,en_##thus_##ias_##t,-20.81697368621826
enthusiastic,1,enthusiastic,-11.036333084106445
enthusiastically,2,enthusiastic_##ally,-13.026644706726074
entire,1,entire,-9.924878120422363
entirely,1,entirely,-10.858710289001465
entirety,1,entirety,-13.943145751953125
entities,1,entities,-12.653356552124023
entitle,3,en_##ti_##tle,-15.333323955535889
entitled,1,entitled,-10.4905366897583
entitles,3,en_##ti_##tles,-17.923027515411377
entity,1,entity,-10.580769538879395
entourage,3,en_##tour_##age,-15.395884990692139
entrance,1,entrance,-13.056989669799805
entranced,2,entrance_##d,-13.176959037780762
entreated,3,en_##tre_##ated,-19.012048721313477
entrenched,3,en_##tre_##nched,-15.697530269622803
entries,1,entries,-13.784721374511719
entropy,2,en_##tropy,-11.842727661132812
entry,1,entry,-11.246465682983398
enumerated,3,en_##ume_##rated,-18.232930183410645
envelope,1,envelope,-12.409811973571777
envelopes,2,envelope_##s,-14.222121238708496
envenomed,4,en_##ven_##ome_##d,-18.48679828643799
enver,2,en_##ver,-16.736525535583496
envied,2,en_##vied,-15.33061170578003
enviously,3,en_##vious_##ly,-16.533198356628418
environing,3,en_##vir_##oning,-21.70140266418457
environment,1,environment,-12.150436401367188
environmental,1,environmental,-12.489723205566406
environments,1,environments,-14.692390441894531
envisioned,1,envisioned,-16.43618392944336
envy,1,envy,-14.482244491577148
enzymatic,3,en_##zy_##matic,-19.287785530090332
enzyme,1,enzyme,-13.974983215332031
enzymes,1,enzymes,-15.719297409057617
ephesus,3,e_##phe_##sus,-20.602845191955566
epic,1,epic,-10.088874816894531
epics,2,epic_##s,-14.329347610473633
epicurus,2,epic_##urus,-18.92085552215576
epicycles,3,epic_##ycle_##s,-19.033939838409424
epidemic,1,epidemic,-12.33100414276123
epigraph,3,e_##pi_##graph,-16.878127574920654
epileptic,3,e_##pile_##ptic,-19.525554656982422
epilogue,3,e_##pi_##logue,-15.55566930770874
epiphany,4,e_##pi_##pha_##ny,-21.056344985961914
epiphysis,4,e_##pi_##phy_##sis,-20.234872817993164
episcopal,1,episcopal,-13.928167343139648
episode,1,episode,-13.235472679138184
episodes,1,episodes,-15.582122802734375
epistemology,4,e_##pis_##tem_##ology,-20.421988487243652
epistles,3,e_##pis_##tles,-20.325013160705566
epitaph,3,e_##pit_##aph,-15.838995933532715
epithets,2,epithet_##s,-16.73093891143799
epitomized,4,e_##pit_##omi_##zed,-21.27263355255127
epoch,3,e_##po_##ch,-16.59707546234131
epsilon,3,e_##ps_##ilon,-15.790952682495117
epsom,3,e_##ps_##om,-18.580415725708008
