word,nr. of tokens,tokens,word score
oas,2,o_as,-17.109031677246094
oases,2,o_ases,-17.727066040039062
oath,2,o_ath,-12.237472534179688
oaths,2,o_aths,-15.674026489257812
oats,2,o_ats,-14.457023620605469
obedience,2,ob_edience,-11.61016845703125
oberlin,2,ober_lin,-17.235153198242188
obesity,2,ob_esity,-8.836368560791016
obey,2,ob_ey,-10.808441162109375
obeyed,2,ob_eyed,-13.458019256591797
obeying,2,obe_ying,-14.063852310180664
obeys,2,obe_ys,-12.522411346435547
object,1,object,-8.29055404663086
objected,2,object_ed,-15.547690391540527
objection,2,object_ion,-11.292695045471191
objections,2,object_ions,-14.813530921936035
objective,2,object_ive,-10.118956565856934
objectives,2,object_ives,-13.918877601623535
objects,1,objects,-10.931221008300781
obligated,3,ob_lig_ated,-14.77092170715332
obligation,3,ob_lig_ation,-10.92300796508789
obligations,3,ob_lig_ations,-14.757219314575195
obliged,3,ob_lig_ed,-14.920967102050781
obligingly,3,ob_lig_ingly,-18.04319953918457
obliteration,3,ob_liter_ation,-11.686821937561035
oblong,2,ob_long,-11.920646667480469
obnoxious,2,ob_noxious,-9.740276336669922
obscenities,4,ob_sc_en_ities,-14.271905899047852
obscure,3,ob_sc_ure,-8.140890121459961
obscured,3,ob_sc_ured,-11.602361679077148
obscurity,3,ob_sc_urity,-10.06281852722168
observable,3,ob_serv_able,-13.567605972290039
observance,3,ob_serv_ance,-12.999906539916992
observant,3,ob_serv_ant,-11.372507095336914
observation,3,ob_serv_ation,-9.943296432495117
observational,3,ob_serv_ational,-12.872573852539062
observations,3,ob_serv_ations,-13.870565414428711
observatory,3,ob_serv_atory,-13.426414489746094
observe,3,ob_ser_ve,-11.34187126159668
observed,2,ob_served,-12.235393524169922
observer,2,ob_server,-10.032726287841797
observers,3,ob_ser_vers,-12.936763763427734
observes,3,ob_serv_es,-20.163328170776367
observing,2,ob_serving,-12.619117736816406
obsessed,2,obs_essed,-10.349157333374023
obsesses,2,obs_esses,-13.679658889770508
obsession,2,obs_ession,-8.69183349609375
obsessions,2,obs_essions,-12.061925888061523
obsolescent,2,obs_olescent,-13.824506759643555
obsolete,2,ob_solete,-9.325916290283203
obsoleting,3,ob_sole_ting,-16.50344467163086
obstacle,3,ob_st_acle,-10.238067626953125
obstacles,3,ob_st_acles,-13.129104614257812
obstruct,2,ob_struct,-11.667831420898438
obstructed,2,ob_structed,-14.413997650146484
obstructionist,3,ob_struction_ist,-11.816490173339844
obtain,2,ob_tain,-12.569133758544922
obtainable,3,ob_tain_able,-14.673637390136719
obtained,2,ob_tained,-13.822025299072266
obtaining,2,ob_taining,-12.98586654663086
obtrudes,3,ob_tr_udes,-20.11644458770752
obverse,2,ob_verse,-12.799938201904297
obvious,2,ob_vious,-9.130084991455078
obviously,2,ob_viously,-10.44381332397461
occasion,2,occ_asion,-12.354469299316406
occasional,3,occ_as_ional,-11.672904968261719
occasionally,2,occ_asionally,-11.518848419189453
occasions,2,occ_asions,-13.622875213623047
occipital,3,occ_ip_ital,-13.92505168914795
occlusion,2,oc_clusion,-12.719419479370117
occupant,2,occup_ant,-12.865772247314453
occupants,2,occup_ants,-15.070045471191406
occupation,2,occup_ation,-10.439808368682861
occupational,2,occup_ational,-11.34961986541748
occupied,1,occupied,-10.960578918457031
occupies,2,occup_ies,-14.270055770874023
occupy,2,occup_y,-10.217204093933105
occupying,2,occup_ying,-11.951476573944092
occur,2,occ_ur,-12.222160339355469
occurred,2,occ_urred,-17.393558502197266
occurrence,2,occ_urrence,-11.326900482177734
occurrences,3,occ_ur_rences,-13.78172779083252
occurring,2,occ_urring,-14.814964294433594
occurs,2,occ_urs,-14.873348236083984
ocean,2,o_cean,-8.92245864868164
oceania,3,o_ce_ania,-14.908353805541992
oceanographic,3,o_cean_ographic,-13.33254861831665
oceanography,3,o_cean_ography,-12.42124080657959
oceanside,3,o_ceans_ide,-16.829957008361816
ocelot,3,o_cel_ot,-13.42312240600586
ochre,2,och_re,-13.474437713623047
octagonal,2,oct_agonal,-14.230663299560547
octavia,2,oct_avia,-17.45543670654297
octet,2,oct_et,-15.351860046386719
octillion,2,oct_illion,-19.044452667236328
october,2,oct_ober,-13.539310455322266
octoroon,3,o_ctor_oon,-16.411738395690918
odd,1,odd,-8.726142883300781
oddly,2,odd_ly,-12.80793571472168
odds,2,odd_s,-12.06456184387207
oder,1,oder,-12.485847473144531
odilo,2,od_ilo,-16.387575149536133
odious,2,od_ious,-11.344915390014648
odom,2,od_om,-14.65660285949707
odor,1,odor,-10.03171157836914
odors,2,od_ors,-13.306971549987793
odyssey,2,od_yssey,-12.242990493774414
oedipal,3,o_ed_ipal,-13.808172225952148
oedipus,4,o_ed_ip_us,-14.785341262817383
oersted,3,o_er_sted,-21.668161392211914
of,1,of,-8.375316619873047
off,1,off,-8.726753234863281
offal,2,off_al,-14.130989074707031
offend,2,off_end,-11.349559783935547
offended,2,off_ended,-12.665077209472656
offender,2,off_ender,-10.451080322265625
offense,2,off_ense,-10.044124603271484
offenses,2,off_enses,-12.775150299072266
offensive,1,offensive,-8.706745147705078
offer,1,offer,-11.014686584472656
offered,2,off_ered,-13.74163818359375
offering,2,off_ering,-12.620689392089844
offerings,2,offer_ings,-15.232860565185547
offers,2,off_ers,-14.393302917480469
office,1,office,-9.685585021972656
officer,2,offic_er,-10.818988800048828
officers,2,offic_ers,-14.763439178466797
offices,2,off_ices,-16.00400161743164
official,1,official,-9.72906494140625
