word,nr. of tokens,tokens,word score
bonenfant,3,bon_enf_ant,-22.39639663696289
bones,1,bones,-10.258163452148438
bonfire,2,bon_fire,-12.391101837158203
bonhoeffer,3,bon_hoe_ffer,-16.929141998291016
bonn,2,bon_n,-13.002315521240234
bonner,2,bon_ner,-13.852836608886719
bonnet,2,bon_net,-11.961067199707031
bonnor,2,bon_nor,-18.708816528320312
bonus,2,bon_us,-10.118038177490234
bony,2,b_ony,-11.890625
boobify,3,bo_ob_ify,-19.094497680664062
booby,2,bo_oby,-10.543731689453125
book,1,book,-7.493717193603516
bookcase,2,book_case,-13.411577224731445
bookcases,2,book_cases,-17.281064987182617
booked,2,book_ed,-15.542457580566406
booker,2,book_er,-14.830156326293945
booking,2,book_ing,-14.037221908569336
bookkeeping,2,book_keeping,-13.116640090942383
books,1,books,-8.918678283691406
bookshelf,3,book_she_lf,-14.260564804077148
boom,2,bo_om,-9.515533447265625
boomed,2,bo_omed,-15.523773193359375
boomtown,3,bo_om_town,-15.40260124206543
boos,2,bo_os,-11.887054443359375
boost,1,boost,-10.329349517822266
boosted,2,boost_ed,-13.353281021118164
boosting,2,boost_ing,-13.253683090209961
boosts,2,boost_s,-15.402286529541016
boot,1,boot,-8.1888427734375
booth,2,bo_oth,-10.652130126953125
booths,2,bo_oths,-13.700736999511719
bootle,2,boot_le,-12.77212905883789
bootleggers,4,boot_le_gg_ers,-15.233511924743652
bootlegging,3,boot_le_gging,-14.695436000823975
boots,2,b_oots,-11.132255554199219
booty,2,boot_y,-9.37774658203125
bordel,3,b_ord_el,-15.6490478515625
borden,3,b_ord_en,-16.035728454589844
border,1,border,-8.202842712402344
bordering,2,b_ordering,-12.370010375976562
borderline,2,border_line,-8.735725402832031
borders,2,b_orders,-12.746780395507812
bore,2,b_ore,-11.018714904785156
bored,2,b_ored,-9.713043212890625
boredom,3,b_ored_om,-10.609022617340088
bores,2,b_ores,-14.042160034179688
boring,2,bor_ing,-8.27975845336914
boris,2,bor_is,-13.704471588134766
borland,2,bor_land,-14.64434814453125
born,1,born,-8.748363494873047
borne,1,borne,-11.621479034423828
borough,1,borough,-11.344963073730469
borrow,2,bor_row,-8.896087646484375
borrowed,3,bor_row_ed,-9.517779767513275
borrowing,2,bor_rowing,-9.811546325683594
bosis,2,b_osis,-16.001190185546875
bosom,2,bos_om,-9.817771911621094
boss,1,boss,-8.295120239257812
bossman,2,boss_man,-14.444934844970703
boston,2,b_oston,-11.269302368164062
both,1,both,-10.098297119140625
bother,2,b_other,-10.997581481933594
bothered,2,bot_hered,-13.476436614990234
bothering,3,b_other_ing,-13.05528450012207
bothers,3,b_other_s,-13.606786727905273
bottle,2,bott_le,-9.148113250732422
bottled,2,bott_led,-12.640666961669922
bottleneck,2,bott_leneck,-11.962627410888672
bottles,2,bott_les,-11.951553344726562
bottom,1,bottom,-9.17263412475586
bottoms,2,bott_oms,-12.13333511352539
botulinal,3,bot_ul_inal,-24.07300567626953
botulinum,3,bot_ulin_um,-13.824864149093628
bouffe,3,b_ou_ffe,-15.150489807128906
bought,2,b_ought,-11.013687133789062
boulder,2,b_oulder,-11.033935546875
boulders,3,b_ould_ers,-15.654285430908203
boulevard,3,b_ou_levard,-12.37863540649414
boulevards,4,b_ou_lev_ards,-17.215557098388672
boun,2,b_oun,-9.940292358398438
bounce,2,b_ounce,-10.907936096191406
bounced,2,b_ounced,-14.492385864257812
bouncing,2,b_ouncing,-11.889068603515625
bouncy,3,b_oun_cy,-11.077980995178223
bound,1,bound,-9.5389404296875
boundaries,2,bound_aries,-12.0279541015625
boundary,2,bound_ary,-9.890827178955078
bounded,2,b_ounded,-13.231903076171875
bounding,2,bound_ing,-14.891136169433594
boundless,2,bound_less,-13.050487518310547
bounds,2,b_ounds,-14.418449401855469
bounty,2,b_ounty,-10.9012451171875
bouquet,3,b_ou_quet,-11.682750701904297
bouquets,4,b_ou_qu_ets,-14.009172439575195
bourbon,2,bour_bon,-12.868541717529297
bourbons,2,bour_bons,-16.23168182373047
bourgeois,3,bour_ge_ois,-9.128288269042969
bourguiba,3,bour_gu_iba,-18.8709716796875
bourn,2,b_ourn,-14.311576843261719
bout,2,b_out,-10.246612548828125
bouvardier,4,b_ou_vard_ier,-24.226003646850586
bouvier,3,b_ou_vier,-14.668109893798828
bow,1,bow,-8.398567199707031
bowden,2,bow_den,-14.90842056274414
bowed,2,b_owed,-12.748062133789062
bowing,2,b_owing,-12.227027893066406
bowl,1,bowl,-10.546634674072266
bows,1,bows,-10.328067779541016
box,1,box,-8.684288024902344
boxcar,2,box_car,-11.789989471435547
boxcars,2,box_cars,-15.82199478149414
boxed,2,box_ed,-11.864593505859375
boxell,2,box_ell,-21.09619140625
boxer,2,box_er,-12.196331024169922
boxes,1,boxes,-11.056953430175781
boxford,2,box_ford,-20.459590911865234
boy,1,boy,-7.296516418457031
boycott,2,boy_cott,-13.359369277954102
boyd,2,boy_d,-16.464820861816406
boyer,2,boy_er,-15.734840393066406
boyhood,2,boy_hood,-12.687623977661133
boys,1,boys,-9.161266326904297
brace,1,brace,-10.448799133300781
braced,2,br_aced,-14.825973510742188
braces,2,br_aces,-13.801383972167969
bracing,2,br_acing,-13.577095031738281
bracken,3,br_ack_en,-14.16998291015625
brackish,3,br_ack_ish,-13.724418640136719
bradford,3,br_ad_ford,-16.016422271728516
bradley,3,br_ad_ley,-14.255409240722656
bradykinin,4,br_ady_kin_in,-22.29880142211914
brag,2,br_ag,-10.792251586914062
bragg,2,br_agg,-10.943115234375
bragged,2,br_agged,-14.004013061523438
brahms,3,b_rah_ms,-16.07027816772461
braided,2,bra_ided,-13.588211059570312
braiding,2,bra_iding,-12.96258544921875
braille,2,bra_ille,-11.606353759765625
brailsford,3,bra_ils_ford,-21.019420623779297
brain,1,brain,-6.7236328125
brainards,2,brain_ards,-22.295936584472656
brains,2,br_ains,-10.162689208984375
brainwashing,2,brain_washing,-7.856651306152344
brakes,2,bra_kes,-12.386402130126953
branch,2,br_anch,-9.884178161621094
branched,3,br_anc_hed,-14.036920547485352
branches,2,br_anches,-13.284896850585938
brand,1,brand,-9.456779479980469
branded,1,branded,-10.971183776855469
brandel,2,brand_el,-19.72079563140869
brandenburg,2,brand_enburg,-16.92773723602295
brandishing,2,brand_ishing,-14.088728904724121
brandon,2,br_andon,-12.773872375488281
brands,2,br_ands,-12.532402038574219
brandt,2,brand_t,-15.642260551452637
brandy,2,br_andy,-11.374549865722656
brandywine,3,br_andy_wine,-14.834746360778809
brannon,2,br_annon,-15.919593811035156
branum,3,br_an_um,-23.67119789123535
braque,2,bra_que,-14.600456237792969
brash,2,br_ash,-12.112411499023438
brass,2,br_ass,-9.93682861328125
brassica,3,br_ass_ica,-15.176511764526367
brassiere,3,br_ass_iere,-14.683355331420898
brassnose,4,br_ass_n_ose,-18.844648361206055
bravado,3,b_rav_ado,-11.735696792602539
brave,2,b_rave,-9.805595397949219
braver,2,bra_ver,-12.633872985839844
braving,2,bra_ving,-14.528694152832031
bravura,3,b_rav_ura,-16.042177200317383
brazen,2,b_razen,-10.409820556640625
brazil,2,b_razil,-10.680839538574219
brazilian,3,b_razil_ian,-10.88957691192627
breach,2,bre_ach,-11.747325897216797
breaching,2,bre_aching,-13.957477569580078
bread,1,bread,-8.910499572753906
breadth,2,bread_th,-15.859947204589844
break,1,break,-8.735298156738281
breakage,2,break_age,-12.326736450195312
breakdown,2,break_down,-10.605751037597656
breakdowns,2,break_downs,-15.874603271484375
breakfast,2,break_fast,-10.176811218261719
breakfasted,3,break_fast_ed,-20.172935485839844
breakin,2,break_in,-16.545578002929688
breaking,1,breaking,-9.784912109375
breakoff,2,break_off,-16.301528930664062
breaks,1,breaks,-11.455299377441406
breakthrough,2,break_through,-12.787117004394531
breakups,2,break_ups,-16.383346557617188
breakwater,2,break_water,-16.337738037109375
breast,2,bre_ast,-8.627189636230469
breasted,2,bre_asted,-12.766132354736328
breasts,2,bre_asts,-10.54703140258789
breath,2,b_reath,-9.115203857421875
breathe,3,b_reat_he,-10.963656425476074
breathed,3,b_reat_hed,-14.466913223266602
breathes,3,b_reat_hes,-13.790596008300781
breathing,3,b_reat_hing,-10.17025375366211
breathlessly,3,b_reath_lessly,-16.037189483642578
breathtaking,3,b_reat_htaking,-10.869684219360352
breeches,3,b_ree_ches,-14.150638580322266
breed,2,bre_ed,-9.997108459472656
breeding,1,breeding,-9.683158874511719
breeze,3,b_ree_ze,-11.041311264038086
brelin,3,b_rel_in,-19.802581787109375
brennan,3,b_ren_nan,-15.64487075805664
brenner,3,b_ren_ner,-14.436954498291016
brethren,2,bre_thren,-12.28225326538086
brevard,2,bre_vard,-15.290760040283203
breve,2,bre_ve,-14.342155456542969
brevity,2,bre_vity,-13.621715545654297
brew,1,brew,-9.165702819824219
brewed,2,brew_ed,-12.089977264404297
brewers,2,brew_ers,-12.950984954833984
brian,2,b_rian,-12.120231628417969
bribe,2,b_ribe,-11.894569396972656
bribed,2,b_ribed,-13.8843994140625
brick,2,br_ick,-10.1484375
bridal,2,brid_al,-10.566999435424805
bride,2,br_ide,-10.719329833984375
bridge,1,bridge,-9.220985412597656
bridgehead,2,bridge_head,-13.53758430480957
bridges,2,brid_ges,-12.110784530639648
bridget,2,brid_get,-13.467155456542969
bridgework,3,brid_g_ework,-15.94732666015625
brief,2,b_rief,-10.009269714355469
briefed,3,b_rief_ed,-15.160787582397461
briefer,3,b_rief_er,-15.416757583618164
briefing,3,b_rief_ing,-13.227190017700195
briefly,3,b_rief_ly,-13.571470260620117
brigadier,3,br_ig_adier,-14.039552688598633
bright,1,bright,-9.24908447265625
brightened,2,bright_ened,-14.935602188110352
brighter,2,br_ighter,-12.392234802246094
brightest,2,bright_est,-14.082132339477539
brightly,2,bright_ly,-14.357526779174805
brightness,2,bright_ness,-12.28097915649414
brilliance,3,br_ill_iance,-13.11773681640625
brilliant,3,br_ill_iant,-9.625112533569336
brilliantly,4,br_ill_iant_ly,-13.564523696899414
brimmed,3,br_im_med,-16.899581909179688
bring,1,bring,-11.397987365722656
bringing,1,bringing,-11.894439697265625
brings,2,br_ings,-12.90167236328125
brink,2,br_ink,-13.451812744140625
brinsley,3,br_ins_ley,-18.881237030029297
brisk,2,br_isk,-11.548011779785156
briskly,3,br_isk_ly,-15.301767349243164
briskness,3,br_isk_ness,-15.835189819335938
bristled,3,b_rist_led,-14.876994132995605
bristles,3,b_rist_les,-13.849626541137695
bristling,3,b_rist_ling,-13.40661907196045
britain,3,b_rit_ain,-12.605347633361816
british,3,b_rit_ish,-10.098664283752441
brittle,2,br_ittle,-10.997528076171875
broad,1,broad,-8.789878845214844
broadcast,2,broad_cast,-9.756416320800781
broadcasters,2,broad_casters,-13.297693252563477
broadcasting,2,broad_casting,-10.904809951782227
broadcasts,2,broad_casts,-13.741849899291992
broaden,2,broad_en,-15.483983993530273
broadened,2,broad_ened,-15.834634780883789
broadening,2,broad_ening,-13.815729141235352
broadens,2,broad_ens,-16.648775100708008
broader,2,bro_ader,-12.441141128540039
broadly,2,broad_ly,-12.820928573608398
broadway,2,broad_way,-11.535345077514648
brod,2,bro_d,-13.917034149169922
brodie,2,bro_die,-13.585224151611328
broil,2,bro_il,-14.764114379882812
broke,2,bro_ke,-10.80882453918457
broken,1,broken,-9.060455322265625
bromides,3,b_rom_ides,-19.216014862060547
bronc,3,b_ron_c,-16.552492141723633
bronchial,4,b_ron_ch_ial,-17.029263496398926
