word,nr. of tokens,tokens,word score
a,1,a,-6.398204803466797
aa,1,aa,-11.244060516357422
aaron,2,a_aron,-14.450424194335938
ab,1,ab,-6.868011474609375
abandon,2,ab_andon,-10.108688354492188
abandoned,3,ab_andon_ed,-10.534906387329102
abandoning,3,ab_andon_ing,-13.745899200439453
abbey,2,ab_bey,-13.11773681640625
abbot,2,abb_ot,-10.238502502441406
abbreviation,3,ab_bre_viation,-11.450794219970703
abdallah,3,ab_d_allah,-19.02716636657715
abdomen,3,ab_dom_en,-11.324121952056885
abdominal,3,ab_dom_inal,-12.11576223373413
abed,2,ab_ed,-14.143905639648438
abel,1,abel,-11.296768188476562
abell,2,ab_ell,-14.3424072265625
abernathys,4,ab_ern_ath_ys,-30.899023056030273
aberrant,2,aber_rant,-10.746986389160156
aberration,2,aber_ration,-11.027015686035156
aberrations,3,ab_err_ations,-15.246586799621582
abetted,2,abet_ted,-15.8961181640625
abeyance,3,ab_ey_ance,-15.021373748779297
abhorrent,3,ab_hor_rent,-10.88848876953125
abide,2,ab_ide,-12.85842514038086
abides,2,ab_ides,-14.58602523803711
abiding,1,abiding,-12.544197082519531
abilene,2,abil_ene,-20.29852294921875
abilities,1,abilities,-12.468238830566406
ability,1,ability,-10.235214233398438
abjection,2,ab_jection,-13.324031829833984
ablard,2,abl_ard,-22.59473419189453
ablation,2,ab_lation,-12.715961456298828
ablaze,2,abl_aze,-13.530582427978516
able,1,able,-10.046821594238281
ably,1,ably,-12.971870422363281
abner,2,ab_ner,-14.407535552978516
abo,1,abo,-11.561935424804688
aboard,2,ab_oard,-13.315250396728516
abode,2,ab_ode,-13.38791275024414
abolish,2,abol_ish,-11.930771350860596
abolished,2,abol_ished,-13.56932783126831
abolition,2,abol_ition,-9.757317066192627
abolitionists,3,abol_ition_ists,-13.210337162017822
aborigine,3,abor_ig_ine,-13.642179489135742
aborigines,3,abor_ig_ines,-14.162637710571289
abortion,1,abortion,-7.668422698974609
abortive,3,ab_ort_ive,-12.283477783203125
about,1,about,-9.284721374511719
above,1,above,-10.600475311279297
aboveground,2,above_ground,-13.863883972167969
abra,2,ab_ra,-12.225845336914062
abraham,2,ab_raham,-11.264999389648438
abreast,2,abre_ast,-13.703521728515625
abroad,2,ab_road,-11.479259490966797
abrogated,3,ab_rog_ated,-14.971750259399414
abrupt,2,ab_rupt,-11.695056915283203
abruptly,3,ab_rupt_ly,-14.141703605651855
abruptness,3,ab_rupt_ness,-16.66067409515381
abscissa,3,ab_sc_issa,-14.203157424926758
absence,2,abs_ence,-9.715221405029297
absences,2,abs_ences,-13.995040893554688
absent,2,abs_ent,-10.691719055175781
absentee,3,abs_ent_ee,-11.511415481567383
absently,2,abs_ently,-15.382514953613281
absentmindedly,4,abs_ent_minded_ly,-16.571992874145508
absolute,1,absolute,-9.325626373291016
absolutely,1,absolutely,-9.864582061767578
absolution,2,abs_olution,-12.539817810058594
absorb,2,abs_orb,-11.820693969726562
absorbed,2,absor_bed,-12.737361907958984
absorbing,2,absor_bing,-12.021690368652344
absorption,2,absor_ption,-11.708000183105469
absorptive,2,absor_ptive,-12.77645492553711
abstract,2,ab_stract,-9.27047348022461
abstraction,3,ab_st_raction,-11.272472381591797
abstractions,3,ab_stract_ions,-14.002695083618164
abstractly,3,ab_stract_ly,-15.83636474609375
abstracts,3,ab_stract_s,-14.790218353271484
absurd,2,abs_urd,-8.673309326171875
absurdities,3,abs_urd_ities,-15.113405227661133
absurdity,3,abs_urd_ity,-12.29135513305664
absurdly,3,abs_urd_ly,-13.47935676574707
abundance,3,ab_und_ance,-10.494318008422852
abundant,3,ab_und_ant,-10.992127418518066
abundantly,3,ab_und_antly,-13.728100299835205
abuse,1,abuse,-9.062911987304688
abused,2,ab_used,-11.192790985107422
abuses,2,ab_uses,-12.53122329711914
abyss,2,aby_ss,-10.066213607788086
academic,2,ac_ademic,-8.729278564453125
academically,3,ac_adem_ically,-13.556777000427246
academies,3,ac_ad_emies,-17.121492385864258
academy,3,ac_ad_emy,-11.148735046386719
acadia,2,ac_adia,-14.19033432006836
acala,2,ac_ala,-16.510028839111328
acapulco,4,ac_ap_ul_co,-14.307052612304688
accademia,3,acc_ad_emia,-16.255112648010254
accede,3,ac_ced_e,-17.115665435791016
accelerated,3,ac_celer_ated,-12.020332336425781
accelerating,3,ac_celer_ating,-13.877376556396484
acceleration,3,ac_celer_ation,-13.06344985961914
accelerations,3,ac_celer_ations,-17.52324676513672
accelerator,3,ac_celer_ator,-12.110031127929688
accelerometer,3,ac_celer_ometer,-13.958839416503906
accelerometers,3,ac_celer_ometers,-17.74947166442871
accent,2,ac_cent,-11.130054473876953
accented,3,ac_cent_ed,-14.09115982055664
accentuated,3,ac_cent_uated,-14.83322811126709
accept,1,accept,-9.460494995117188
acceptability,2,accept_ability,-14.812376022338867
acceptable,1,acceptable,-11.210342407226562
acceptance,2,accept_ance,-10.059476852416992
accepted,2,accept_ed,-10.819940567016602
accepting,2,accept_ing,-12.902475357055664
accepts,2,accept_s,-15.252889633178711
access,1,access,-10.54718017578125
accessible,1,accessible,-12.129180908203125
accessories,2,access_ories,-14.026372909545898
accident,2,acc_ident,-9.016216278076172
accidental,2,acc_idental,-9.315372467041016
accidents,2,acc_idents,-12.06802749633789
acclaimed,2,ac_claimed,-13.504676818847656
accolades,3,ac_col_ades,-14.831195831298828
accommodate,4,ac_com_mod_ate,-14.251411437988281
accommodating,4,ac_com_mod_ating,-14.01849365234375
accommodation,4,ac_com_mod_ation,-12.367557525634766
accommodations,4,ac_com_mod_ations,-15.37762451171875
accomodations,4,ac_com_od_ations,-20.401758193969727
accompanied,1,accompanied,-12.5865478515625
accompanies,2,accompan_ies,-18.359554290771484
accompaniment,2,accompan_iment,-13.011138916015625
accompaniments,2,accompan_iments,-16.640899658203125
accompany,2,ac_company,-12.387340545654297
accompanying,3,ac_company_ing,-12.648334980010986
accomplice,3,ac_compl_ice,-12.582335472106934
accomplish,3,ac_compl_ish,-12.708693504333496
accomplished,3,ac_compl_ished,-12.523770809173584
accomplishment,3,ac_compl_ishment,-12.298610210418701
accomplishments,4,ac_compl_ish_ments,-14.14035177230835
accord,2,acc_ord,-11.907360076904297
