word,nr. of tokens,tokens,word score
thorn,2,th_orn,-11.564620971679688
thornburg,3,th_orn_burg,-19.620960235595703
thorny,3,th_orn_y,-12.858467102050781
thorough,2,th_orough,-11.556453704833984
thoroughfares,4,th_orough_f_ares,-18.783105850219727
thoroughly,3,th_orough_ly,-13.49185562133789
those,1,those,-9.776187896728516
thou,2,th_ou,-10.990493774414062
though,1,though,-10.19601821899414
thought,1,thought,-8.773956298828125
thoughtful,2,thought_ful,-12.158441543579102
thoughtfully,2,thought_fully,-14.974958419799805
thoughtfulness,2,thought_fulness,-13.299989700317383
thoughts,2,though_ts,-10.42359733581543
thousand,2,th_ousand,-10.746261596679688
thousands,2,th_ousands,-11.567222595214844
thousandth,3,th_ousand_th,-15.491996765136719
thrashed,3,th_r_ashed,-16.559825897216797
thread,1,thread,-9.739917755126953
threaded,2,thread_ed,-13.136150360107422
threading,2,thread_ing,-12.440898895263672
threads,2,thread_s,-11.77787971496582
threat,1,threat,-8.807449340820312
threaten,2,threat_en,-12.765958786010742
threatened,2,threat_ened,-11.662925720214844
threatening,1,threatening,-10.468677520751953
threateningly,2,threatening_ly,-14.465636253356934
threatens,2,threat_ens,-13.21735954284668
threats,2,threat_s,-12.558996200561523
three,1,three,-8.706138610839844
threefold,2,three_fold,-13.56561279296875
threes,2,th_rees,-11.598812103271484
threshed,3,th_res_hed,-17.891897201538086
threshhold,3,th_resh_hold,-15.290828704833984
threshold,2,th_reshold,-11.413551330566406
threw,2,th_rew,-12.92825698852539
thrifty,3,th_r_ifty,-12.73983383178711
thrill,2,th_rill,-10.389503479003906
thrilled,3,th_r_illed,-15.295921325683594
thrilling,3,th_r_illing,-13.689664840698242
thrived,2,th_rived,-16.06055450439453
thriving,3,th_ri_ving,-12.368698120117188
throat,2,thro_at,-10.126873016357422
throats,2,thro_ats,-14.783802032470703
throaty,3,thro_at_y,-14.578083038330078
throbbed,3,th_rob_bed,-18.40729522705078
throbbing,3,th_rob_bing,-11.410629272460938
throes,2,thro_es,-17.079063415527344
throne,2,th_rone,-11.017044067382812
throneberry,3,th_rone_berry,-20.118120193481445
throng,3,th_r_ong,-14.781135559082031
throttle,2,thro_ttle,-16.10643768310547
through,1,through,-10.184585571289062
throughout,2,through_out,-11.761585235595703
throw,1,throw,-8.921989440917969
throwed,2,throw_ed,-15.87857437133789
throwing,2,th_rowing,-9.563941955566406
thrown,2,th_rown,-12.234760284423828
throws,2,th_rows,-13.217365264892578
thru,2,th_ru,-12.587993621826172
thrust,2,th_rust,-11.479419708251953
thrusting,3,th_rust_ing,-13.473834991455078
thrusts,3,th_rust_s,-16.928852081298828
thruway,3,th_ru_way,-16.56710433959961
thud,2,th_ud,-13.529888153076172
thudding,2,th_udding,-15.004325866699219
thumb,2,th_umb,-9.920772552490234
thumbed,3,th_umb_ed,-14.622905731201172
thumbnail,2,th_umbnail,-12.399322509765625
thump,2,th_ump,-11.173595428466797
thumping,2,th_umping,-12.105144500732422
thunder,2,th_under,-10.193370819091797
thunderclaps,4,th_under_cl_aps,-18.945127487182617
thundered,3,th_und_ered,-16.207682609558105
thunk,2,th_unk,-12.122745513916016
thurber,2,thur_ber,-20.187419891357422
thursday,2,th_ursday,-14.239444732666016
thus,1,thus,-11.358726501464844
thy,1,thy,-10.115036010742188
thyroglobulin,5,thy_rog_l_ob_ulin,-19.491548538208008
thyroid,2,thy_roid,-10.35464096069336
thyrotrophic,3,thy_rot_rophic,-17.42704200744629
thyrotrophin,4,thy_rot_roph_in,-19.22637367248535
thyroxine,3,thy_rox_ine,-17.230079650878906
tiao,2,t_iao,-15.138919830322266
tiber,2,t_iber,-14.149581909179688
tibet,3,t_ib_et,-12.532974243164062
tibetan,4,t_ib_et_an,-13.133872032165527
tiburon,3,t_ibur_on,-15.991996765136719
tick,1,tick,-10.423988342285156
ticker,2,t_icker,-12.20138168334961
ticket,1,ticket,-10.57077407836914
tickets,2,t_ickets,-12.034046173095703
ticonderoga,3,tic_onder_oga,-26.73542022705078
tidbits,3,t_id_bits,-12.760050773620605
tide,2,t_ide,-11.607284545898438
tides,2,t_ides,-13.542774200439453
tidewater,3,t_id_ewater,-15.660998344421387
tidiness,3,t_id_iness,-15.24691104888916
tidings,3,t_id_ings,-15.51091480255127
tie,1,tie,-10.215576171875
tied,2,t_ied,-11.515884399414062
tiepolo,3,tie_p_olo,-20.75422477722168
tiered,2,tie_red,-13.457664489746094
ties,1,ties,-11.457874298095703
tigard,3,t_ig_ard,-17.018423080444336
tiger,2,t_iger,-9.105560302734375
tight,1,tight,-9.622634887695312
tighten,2,tight_en,-13.817508697509766
tightened,2,tight_ened,-15.135486602783203
tightening,2,tight_ening,-12.693733215332031
tighter,2,t_ighter,-13.068870544433594
tightest,2,tight_est,-15.371749877929688
tightly,2,tight_ly,-11.851814270019531
tijuana,2,t_ijuana,-13.998519897460938
tile,1,tile,-10.715747833251953
tiles,2,t_iles,-12.669143676757812
tilghman,3,til_gh_man,-22.649959564208984
till,2,t_ill,-11.53530502319336
tillie,3,t_ill_ie,-17.841453552246094
tilling,2,t_illing,-14.584304809570312
tilt,2,t_ilt,-11.568737030029297
tilted,2,til_ted,-12.05487060546875
tilth,2,til_th,-14.515846252441406
tim,1,tim,-9.075225830078125
timber,2,tim_ber,-11.649288177490234
timbered,2,tim_bered,-17.04751205444336
timberlands,3,tim_ber_lands,-18.814434051513672
timbers,2,tim_bers,-14.996101379394531
timbre,2,tim_bre,-12.807369232177734
time,1,time,-7.997180938720703
timed,2,tim_ed,-12.64548110961914
