word,nr. of tokens,tokens,word score
cosmic,2,cos_mic,-8.251628875732422
cosmical,3,cos_m_ical,-14.72278118133545
cosmology,2,cos_mology,-10.919689178466797
cosmopolitan,2,cos_mopolitan,-8.78695297241211
cosmopolitanism,3,cos_mopolitan_ism,-12.900175094604492
cosmos,2,cos_mos,-10.1488037109375
cosponsors,2,c_osponsors,-19.16071319580078
cossack,3,c_oss_ack,-12.348564147949219
cossacks,3,c_oss_acks,-14.846900939941406
cost,1,cost,-9.204788208007812
costaggini,4,cost_ag_gin_i,-36.85688877105713
costing,2,cost_ing,-13.847991943359375
costive,2,cost_ive,-18.417373657226562
costlier,2,cost_lier,-15.643534660339355
costly,2,cost_ly,-13.57973861694336
costs,2,cost_s,-13.410832405090332
costume,2,cost_ume,-9.871644973754883
costumes,2,cost_umes,-12.022653579711914
cotillion,2,cot_illion,-17.286624908447266
cottage,2,cott_age,-10.023515224456787
cottages,2,cott_ages,-14.99431324005127
cotten,2,c_otten,-15.079170227050781
cotter,2,cot_ter,-12.897552490234375
cotton,2,c_otton,-9.349235534667969
couch,2,c_ouch,-8.842506408691406
couched,2,c_ouched,-13.862380981445312
couches,3,c_ou_ches,-16.055540084838867
cough,2,c_ough,-9.700645446777344
coughing,3,c_ough_ing,-11.952777862548828
coughlin,3,c_ough_lin,-19.524789810180664
could,1,could,-9.631046295166016
coulomb,3,c_oul_omb,-15.019731521606445
council,3,c_oun_cil,-10.44306755065918
councilwoman,4,c_oun_cil_woman,-15.743091583251953
counsel,3,c_oun_sel,-9.725845336914062
counseling,4,c_oun_sel_ing,-10.614728927612305
counselor,4,c_oun_sel_or,-10.863961219787598
counselors,4,c_oun_sel_ors,-14.757805824279785
count,1,count,-8.650753021240234
counted,2,count_ed,-12.950569152832031
countenance,2,count_enance,-12.207645416259766
counter,1,counter,-8.272735595703125
counteracted,2,counter_acted,-18.37381362915039
counterattack,2,counter_attack,-13.07632064819336
counterchallenge,3,counter_chall_enge,-22.08971881866455
counterpart,2,counter_part,-12.131088256835938
counterparts,2,counter_parts,-13.748062133789062
counterpoint,2,counter_point,-12.910110473632812
counterproposal,3,counter_pro_posal,-17.46978759765625
counters,2,c_ounters,-12.912330627441406
counties,2,count_ies,-13.9510498046875
counting,2,count_ing,-11.023784637451172
countless,2,count_less,-11.086212158203125
countries,2,count_ries,-11.880329132080078
country,1,country,-8.852943420410156
countrymen,2,country_men,-15.783590316772461
countryside,2,country_side,-15.787958145141602
countrywide,2,country_wide,-16.717376708984375
counts,2,count_s,-12.080833435058594
county,2,count_y,-12.123088836669922
coup,2,c_oup,-8.679283142089844
coupe,3,c_ou_pe,-14.199911117553711
couperin,4,c_ou_per_in,-23.085022926330566
couple,2,c_ouple,-7.9539947509765625
coupled,3,c_ou_pled,-13.87677001953125
coupler,3,c_ou_pler,-14.464487075805664
couplers,4,c_ou_pl_ers,-19.110599517822266
couples,3,c_ou_ples,-11.970151901245117
coupling,3,c_ou_pling,-12.799095153808594
coupon,3,c_oup_on,-10.759790420532227
courage,2,c_ourage,-9.609428405761719
courageous,3,c_ourage_ous,-10.577717423439026
courageously,3,c_ourage_ously,-15.500138282775879
courcy,2,cour_cy,-16.8109073638916
course,1,course,-10.178730010986328
courses,2,c_ourses,-13.475593566894531
court,1,court,-8.96695327758789
courteous,3,cour_te_ous,-13.087823867797852
courteously,3,cour_te_ously,-17.952139854431152
courtesy,2,cour_tesy,-10.509759902954102
courthouse,2,cour_thouse,-13.965471267700195
courtier,2,court_ier,-11.756927490234375
courting,2,cour_ting,-12.651269912719727
courtroom,2,court_room,-12.74835205078125
courts,2,cour_ts,-11.254846572875977
courtyard,2,cour_tyard,-15.155542373657227
cousin,3,c_ous_in,-9.933621406555176
cousins,3,c_ous_ins,-11.662720203399658
cove,2,c_ove,-11.307929992675781
covent,3,c_ov_ent,-14.890266418457031
coventry,3,c_ov_entry,-13.313518524169922
cover,1,cover,-9.06802749633789
coverage,2,co_verage,-11.536781311035156
coverall,2,cover_all,-17.353069305419922
covered,1,covered,-10.2491455078125
covering,2,cover_ing,-11.523853302001953
coverlet,2,cover_let,-16.721576690673828
covers,2,co_vers,-11.713008880615234
covington,3,c_oving_ton,-15.513359069824219
cow,1,cow,-7.362419128417969
coward,2,cow_ard,-10.298681259155273
cowbirds,2,cow_birds,-17.670085906982422
cowboy,2,cow_boy,-9.565286636352539
cowhand,2,cow_hand,-16.674381256103516
cowling,2,cow_ling,-15.494213104248047
cowpony,3,cow_p_ony,-17.180728912353516
cowpuncher,3,cow_pun_cher,-17.586896896362305
cows,2,c_ows,-10.176231384277344
cox,1,cox,-11.017753601074219
coy,2,c_oy,-10.34490966796875
coyness,3,c_oy_ness,-20.83816623687744
coyote,3,c_oy_ote,-10.533049583435059
coyotes,3,c_oy_otes,-13.042600631713867
cps,2,c_ps,-15.570716857910156
cr,1,cr,-6.631084442138672
crack,2,cr_ack,-8.595447540283203
cracked,2,cr_acked,-10.832622528076172
crackers,2,cr_ackers,-11.590808868408203
cracking,2,cr_acking,-10.475399017333984
crackle,2,cr_ackle,-12.696582794189453
crackling,3,cr_ack_ling,-12.752758026123047
crackpot,3,cr_ack_pot,-10.719585418701172
crackpots,3,cr_ack_pots,-14.217781066894531
cradle,2,cr_adle,-11.708415985107422
cradled,3,cr_ad_led,-16.323246002197266
craft,1,craft,-8.301654815673828
crafts,2,craft_s,-11.280807495117188
craftsmanship,2,craft_smanship,-12.983453750610352
craftsmen,3,craft_s_men,-14.037135124206543
crafty,2,craft_y,-10.967101097106934
craig,3,c_ra_ig,-13.137168884277344
crammed,3,c_ram_med,-13.50802993774414
cramp,2,cr_amp,-11.411457061767578
cramps,2,cr_amps,-14.286487579345703
crane,2,cr_ane,-11.883930206298828
cranelike,4,c_ran_el_ike,-20.945341110229492
cranston,3,c_ran_ston,-15.27604866027832
crap,2,c_rap,-8.20843505859375
crash,2,cr_ash,-10.406497955322266
crashed,2,cr_ashed,-13.08504867553711
crashing,2,cr_ashing,-11.79732894897461
crassest,3,cr_ass_est,-17.075939178466797
crater,2,cr_ater,-11.689464569091797
cratered,3,c_rate_red,-16.297924041748047
craters,2,cr_aters,-14.660335540771484
crates,2,cr_ates,-15.779865264892578
crave,2,c_rave,-12.577606201171875
craved,2,c_raved,-13.522918701171875
crawford,3,c_raw_ford,-15.175071716308594
crawl,2,c_rawl,-9.64202880859375
crawled,2,c_rawled,-13.200981140136719
crawling,2,c_rawling,-10.115127563476562
crayons,3,c_ray_ons,-13.420551300048828
crazily,3,c_raz_ily,-12.320363998413086
crazy,1,crazy,-7.014427185058594
creak,2,cre_ak,-13.910995483398438
creaked,2,cre_aked,-17.065040588378906
creaking,2,cre_aking,-14.43039321899414
cream,1,cream,-9.038524627685547
creamer,2,cream_er,-14.703681945800781
creamy,2,cream_y,-10.64935302734375
crease,2,cre_ase,-13.778030395507812
creased,2,cre_ased,-16.262004852294922
create,1,create,-10.086174011230469
created,1,created,-10.038909912109375
creates,2,creat_es,-14.339317321777344
creating,2,creat_ing,-12.234254837036133
creation,1,creation,-8.567665100097656
creations,2,cre_ations,-14.311786651611328
creative,2,creat_ive,-9.156634330749512
creatively,2,creat_ively,-13.874589920043945
creativeness,2,creat_iveness,-14.24920654296875
creativity,2,creat_ivity,-10.94752311706543
creator,1,creator,-9.764205932617188
creators,2,creat_ors,-13.298778533935547
creature,2,creat_ure,-8.168062210083008
creche,2,cre_che,-14.36300277709961
credentials,3,c_red_entials,-13.322105407714844
credibly,2,c_redibly,-13.554168701171875
credit,1,credit,-10.103897094726562
creditable,3,c_red_itable,-16.27600860595703
credited,2,c_redited,-13.990104675292969
creditors,3,c_red_itors,-15.678319931030273
credits,2,c_redits,-13.168617248535156
credo,2,c_redo,-13.433570861816406
credulity,4,c_red_ul_ity,-14.211278915405273
creed,2,cre_ed,-12.27163314819336
creek,2,c_reek,-12.321319580078125
creep,2,cre_ep,-7.369182586669922
creeper,3,c_ree_per,-10.063936233520508
creeping,2,cre_eping,-10.233901977539062
creepy,3,cre_ep_y,-7.870184898376465
creighton,2,cre_ighton,-14.629005432128906
cremated,3,c_rem_ated,-15.280527114868164
creole,2,cre_ole,-12.317665100097656
crepe,2,cre_pe,-12.896659851074219
crept,2,cre_pt,-13.567607879638672
crest,2,c_rest,-11.533119201660156
creston,3,c_rest_on,-19.029794692993164
crests,3,c_rest_s,-16.978357315063477
crew,1,crew,-10.747455596923828
crewmen,2,crew_men,-18.06734275817871
cricket,3,c_rick_et,-9.204712867736816
crickets,3,c_rick_ets,-11.538156509399414
cried,2,c_ried,-11.94219970703125
cries,2,c_ries,-11.93994140625
crime,1,crime,-7.8551483154296875
crimean,2,crime_an,-20.695439338684082
crimes,2,cr_imes,-10.901470184326172
criminal,1,criminal,-7.796836853027344
criminality,2,criminal_ity,-12.463961601257324
criminals,2,crim_inals,-10.776973724365234
crimson,2,crim_son,-9.54631233215332
cringed,3,c_ring_ed,-13.05603313446045
cringing,3,c_ring_ing,-12.377153158187866
crippling,3,c_ripp_ling,-11.488742113113403
crises,2,c_rises,-13.579544067382812
crisis,2,c_risis,-8.357345581054688
crisp,3,c_ris_p,-10.638437271118164
cristo,3,c_rist_o,-15.208240509033203
