word,nr. of tokens,tokens,word score
purposed,2,pur_posed,-14.761880874633789
purposefully,2,purpose_fully,-14.660648345947266
purposeless,2,purpose_less,-12.960302352905273
purposely,2,purpose_ly,-13.560466766357422
purposes,2,pur_poses,-13.016366958618164
purposive,3,pur_pos_ive,-12.952677726745605
purposively,3,pur_pos_ively,-15.943467140197754
purring,2,pur_ring,-12.904523849487305
purse,2,p_urse,-10.69467544555664
pursed,2,p_ursed,-13.685184478759766
pursue,3,p_urs_ue,-13.136695861816406
pursued,3,p_urs_ued,-15.807647705078125
pursuer,3,p_urs_uer,-12.889408111572266
pursuers,3,p_urs_uers,-15.662776947021484
pursuing,3,p_urs_uing,-13.58282470703125
pursuit,3,p_urs_uit,-11.033802032470703
pursuits,3,p_urs_uits,-15.69076919555664
purvis,2,pur_vis,-14.631967544555664
push,1,push,-9.547027587890625
pushed,2,p_ushed,-11.946891784667969
pushers,3,p_us_hers,-12.231220245361328
pushes,2,p_ushes,-13.048480987548828
pushing,2,p_ushing,-10.566768646240234
pushup,2,push_up,-13.636528015136719
pussy,2,p_ussy,-7.3671875
put,1,put,-9.042915344238281
puts,2,put_s,-12.53714370727539
putt,2,put_t,-12.359867095947266
putter,2,put_ter,-12.752971649169922
puttering,2,put_tering,-15.422161102294922
putting,2,put_ting,-11.288116455078125
putty,2,put_ty,-12.932365417480469
puzzle,2,p_uzzle,-9.326946258544922
puzzled,3,p_uzz_led,-12.303547859191895
puzzler,3,p_uzz_ler,-10.739392638206482
puzzling,3,p_uzz_ling,-11.498797297477722
pvt,2,p_vt,-14.741840362548828
pyknotic,4,py_k_not_ic,-22.296053409576416
pyramid,2,py_ramid,-8.776145935058594
pyrex,2,py_rex,-10.95865249633789
pyrometer,3,py_rom_eter,-19.77973747253418
pyschiatrist,5,p_ys_ch_iat_rist,-16.38644790649414
python,1,python,-8.939765930175781
q,1,q,-8.363227844238281
qua,1,qua,-11.806404113769531
quack,2,qu_ack,-8.59000015258789
quackery,3,qu_ack_ery,-10.171061158180237
quadrennial,4,quad_ren_n_ial,-14.949142932891846
quadrillion,3,qu_adr_illion,-16.138198852539062
quadripartite,4,quad_ri_part_ite,-19.318458557128906
quadrupled,3,quad_ru_pled,-16.516799926757812
quaint,2,qu_aint,-10.49667739868164
quake,2,qu_ake,-10.694599151611328
quakers,2,qu_akers,-13.69552993774414
qualification,2,qual_ification,-12.392127990722656
qualifications,2,qual_ifications,-13.762866973876953
qualified,1,qualified,-10.383953094482422
qualify,2,qual_ify,-12.971466064453125
qualitative,2,qual_itative,-11.99626350402832
qualities,2,qual_ities,-12.223161697387695
quality,1,quality,-9.721824645996094
quam,2,qu_am,-13.001529693603516
quantitative,2,quant_itative,-11.869918823242188
quantities,2,quant_ities,-14.051509857177734
quantity,2,quant_ity,-10.855728149414062
quantum,2,quant_um,-8.588134765625
quarrel,3,qu_ar_rel,-10.629384994506836
quarreled,3,qu_arre_led,-16.60842514038086
quarreling,3,qu_arre_ling,-14.2587890625
quarrels,4,qu_ar_rel_s,-14.106307744979858
quarrelsome,4,qu_ar_rel_some,-13.105702638626099
quarry,2,qu_arry,-12.188899993896484
quarter,1,quarter,-10.218452453613281
quarterback,2,quarter_back,-11.842353820800781
quarterly,2,quarter_ly,-13.227645874023438
quarters,1,quarters,-12.393203735351562
quartet,2,quart_et,-12.001092910766602
quasimodo,4,qu_as_im_odo,-12.330501556396484
quavering,2,qu_avering,-14.838871002197266
queasiness,3,que_as_iness,-15.57490062713623
quebec,3,qu_eb_ec,-12.813323974609375
queen,2,que_en,-8.71694564819336
queens,2,que_ens,-11.19476318359375
