word,nr. of tokens,tokens,word score
oas,2,o_as,-22.58165740966797
oases,2,o_ases,-22.36756134033203
oath,2,o_ath,-20.116310119628906
oaths,2,o_aths,-21.513465881347656
oats,2,o_ats,-21.493667602539062
obedience,2,ob_edience,-21.69955825805664
oberlin,2,ober_lin,-27.29922103881836
obesity,2,ob_esity,-17.8956298828125
obey,2,ob_ey,-18.154098510742188
obeyed,2,ob_eyed,-20.95303726196289
obeying,2,obe_ying,-25.60407257080078
obeys,2,obe_ys,-23.76519775390625
object,1,object,-13.593109130859375
objected,2,object_ed,-20.843048095703125
objection,2,object_ion,-19.736740112304688
objections,2,object_ions,-20.950111389160156
objective,2,object_ive,-17.497955322265625
objectives,2,object_ives,-19.255653381347656
objects,1,objects,-16.481407165527344
obligated,3,ob_lig_ated,-22.212322235107422
obligation,3,ob_lig_ation,-18.96820831298828
obligations,3,ob_lig_ations,-20.171504974365234
obliged,3,ob_lig_ed,-22.394508361816406
obligingly,3,ob_lig_ingly,-26.233150482177734
obliteration,3,ob_liter_ation,-22.7563533782959
oblong,2,ob_long,-19.743526458740234
obnoxious,2,ob_noxious,-20.20677947998047
obscenities,4,ob_sc_en_ities,-22.679065704345703
obscure,3,ob_sc_ure,-17.278621673583984
obscured,3,ob_sc_ured,-19.129104614257812
obscurity,3,ob_sc_urity,-19.578086853027344
observable,3,ob_serv_able,-20.2861385345459
observance,3,ob_serv_ance,-21.57063865661621
observant,3,ob_serv_ant,-20.12168312072754
observation,3,ob_serv_ation,-17.71576690673828
observational,3,ob_serv_ational,-20.791385650634766
observations,3,ob_serv_ations,-19.351102828979492
observatory,3,ob_serv_atory,-20.383745193481445
observe,3,ob_ser_ve,-17.08222007751465
observed,2,ob_served,-18.951007843017578
observer,2,ob_server,-17.105159759521484
observers,3,ob_ser_vers,-18.94597053527832
observes,3,ob_serv_es,-22.450998306274414
observing,2,ob_serving,-20.490806579589844
obsessed,2,obs_essed,-18.50885772705078
obsesses,2,obs_esses,-23.147109985351562
obsession,2,obs_ession,-19.038543701171875
obsessions,2,obs_essions,-20.836986541748047
obsolescent,2,obs_olescent,-20.608516693115234
obsolete,2,ob_solete,-18.322418212890625
obsoleting,3,ob_sole_ting,-25.30164909362793
obstacle,3,ob_st_acle,-19.07058334350586
obstacles,3,ob_st_acles,-20.87378692626953
obstruct,2,ob_struct,-20.673782348632812
obstructed,2,ob_structed,-21.83639144897461
obstructionist,3,ob_struction_ist,-23.94580078125
obtain,2,ob_tain,-18.683868408203125
obtainable,3,ob_tain_able,-22.106903076171875
obtained,2,ob_tained,-19.212337493896484
obtaining,2,ob_taining,-19.86795425415039
obtrudes,3,ob_tr_udes,-26.63025665283203
obverse,2,ob_verse,-19.434486389160156
obvious,2,ob_vious,-17.687938690185547
obviously,2,ob_viously,-17.533180236816406
occasion,2,occ_asion,-19.844589233398438
occasional,3,occ_as_ional,-19.41926097869873
occasionally,2,occ_asionally,-18.277740478515625
occasions,2,occ_asions,-20.47161102294922
occipital,3,occ_ip_ital,-22.134052276611328
occlusion,2,oc_clusion,-23.30529022216797
occupant,2,occup_ant,-20.407573699951172
occupants,2,occup_ants,-20.0044002532959
occupation,2,occup_ation,-17.21832275390625
occupational,2,occup_ational,-18.463764190673828
occupied,1,occupied,-16.24779510498047
occupies,2,occup_ies,-18.734935760498047
occupy,2,occup_y,-17.074569702148438
occupying,2,occup_ying,-18.313560485839844
occur,2,occ_ur,-18.49955940246582
occurred,2,occ_urred,-20.624683380126953
occurrence,2,occ_urrence,-18.62594985961914
occurrences,3,occ_ur_rences,-21.616670608520508
occurring,2,occ_urring,-20.030670166015625
occurs,2,occ_urs,-18.515663146972656
ocean,2,o_cean,-17.097442626953125
oceania,3,o_ce_ania,-21.13195037841797
oceanographic,3,o_cean_ographic,-21.196876525878906
oceanography,3,o_cean_ography,-20.49837875366211
oceanside,3,o_ceans_ide,-21.473873138427734
ocelot,3,o_cel_ot,-20.337608337402344
ochre,2,och_re,-23.948909759521484
octagonal,2,oct_agonal,-20.958213806152344
octavia,2,oct_avia,-20.410301208496094
octet,2,oct_et,-20.368507385253906
octillion,2,oct_illion,-26.044403076171875
october,2,oct_ober,-17.305511474609375
octoroon,3,o_ctor_oon,-23.288734436035156
odd,1,odd,-16.035324096679688
oddly,2,odd_ly,-19.469219207763672
odds,2,odd_s,-17.72031021118164
oder,1,oder,-21.709396362304688
odilo,2,od_ilo,-25.827960968017578
odious,2,od_ious,-21.991474151611328
odom,2,od_om,-23.589679718017578
odor,1,odor,-17.92474365234375
odors,2,od_ors,-24.736984252929688
odyssey,2,od_yssey,-21.30142593383789
oedipal,3,o_ed_ipal,-24.413368225097656
oedipus,4,o_ed_ip_us,-24.525390625
oersted,3,o_er_sted,-30.435985565185547
of,1,of,-11.580032348632812
off,1,off,-13.70379638671875
offal,2,off_al,-19.85428237915039
offend,2,off_end,-19.994739532470703
offended,2,off_ended,-20.02325439453125
offender,2,off_ender,-20.065296173095703
offense,2,off_ense,-17.635074615478516
offenses,2,off_enses,-20.201351165771484
offensive,1,offensive,-15.2789306640625
offer,1,offer,-15.330780029296875
offered,2,off_ered,-16.185977935791016
offering,2,off_ering,-16.259197235107422
offerings,2,offer_ings,-19.53769302368164
offers,2,off_ers,-15.638187408447266
office,1,office,-14.899909973144531
officer,2,offic_er,-15.612178802490234
officers,2,offic_ers,-16.802391052246094
offices,2,off_ices,-19.564929962158203
official,1,official,-13.963577270507812
officially,2,offic_ially,-15.648136138916016
officials,2,offic_ials,-16.269641876220703
officiated,2,offic_iated,-23.32625961303711
officiating,2,offic_iating,-21.476688385009766
offsaddled,3,offs_add_led,-35.659793853759766
offsetting,2,offset_ting,-21.565746307373047
offshore,2,off_shore,-18.687191009521484
offspring,2,offs_pring,-18.65906524658203
offutt,2,off_utt,-23.266056060791016
often,1,often,-14.082763671875
oftener,2,oft_ener,-24.653507232666016
ogden,2,og_den,-26.081676483154297
ogled,2,og_led,-25.474903106689453
ogress,2,og_ress,-26.41063690185547
oh,1,oh,-14.392730712890625
ohio,2,oh_io,-23.40819549560547
oil,1,oil,-15.063591003417969
oilcloth,2,oil_cloth,-23.31460952758789
oiled,2,o_iled,-21.498252868652344
oilheating,3,oil_he_ating,-33.07680130004883
oils,2,o_ils,-20.488052368164062
oilseeds,3,oil_se_eds,-24.476421356201172
oily,2,o_ily,-20.33904266357422
oistrakh,4,o_ist_ra_kh,-36.88270568847656
okamoto,2,ok_amoto,-24.194366455078125
oklahoma,2,ok_lahoma,-18.371990203857422
ol,1,ol,-16.013336181640625
olaf,2,ol_af,-21.327007293701172
old,1,old,-11.810203552246094
older,1,older,-14.168533325195312
oldest,2,old_est,-16.42343521118164
oldsmobile,3,old_sm_obile,-19.558834075927734
oldsters,2,old_sters,-20.826068878173828
ole,1,ole,-19.085769653320312
olga,2,ol_ga,-20.395103454589844
olgivanna,4,ol_g_iv_anna,-33.67520523071289
olive,2,ol_ive,-17.85894775390625
oliver,2,ol_iver,-19.079601287841797
olivetti,3,ol_ive_tti,-26.558177947998047
olivia,2,ol_ivia,-18.967880249023438
olympic,3,oly_mp_ic,-21.572582244873047
olympics,3,oly_mp_ics,-21.325820922851562
omelet,2,ome_let,-25.47333526611328
omen,1,omen,-22.495162963867188
ominous,2,omin_ous,-22.175453186035156
ominously,2,omin_ously,-26.35812759399414
omission,2,om_ission,-23.76187515258789
omissions,2,om_issions,-25.139469146728516
omits,2,om_its,-22.122562408447266
omitted,2,om_itted,-21.617572784423828
omitting,2,om_itting,-22.82308578491211
ommission,2,omm_ission,-26.022964477539062
on,1,on,-10.897933959960938
once,1,once,-13.574539184570312
oncoming,2,on_coming,-20.487518310546875
one,1,one,-12.167434692382812
ones,1,ones,-19.45543670654297
oneself,2,ones_elf,-22.78586196899414
oneupmanship,3,one_up_manship,-28.554176330566406
onion,2,on_ion,-17.889358520507812
onions,2,on_ions,-19.567611694335938
onlookers,3,on_look_ers,-21.36083984375
only,1,only,-12.093490600585938
onrush,2,on_rush,-21.184371948242188
onset,2,ons_et,-18.807815551757812
onslaught,3,ons_l_aught,-24.02222442626953
onslaughts,3,ons_laugh_ts,-36.94432067871094
ontario,2,ont_ario,-21.325817108154297
onto,1,onto,-15.868881225585938
ontological,2,ont_ological,-21.522533416748047
ontologically,2,ont_ologically,-24.39443588256836
onwards,2,on_wards,-19.73169708251953
ooh,2,o_oh,-17.95861053466797
ooze,2,oo_ze,-20.94243621826172
oozed,2,oo_zed,-27.293781280517578
opaque,2,op_aque,-18.593013763427734
open,1,open,-11.926239013671875
opened,1,opened,-15.322601318359375
opener,2,op_ener,-19.83447265625
opening,1,opening,-15.276931762695312
openings,2,open_ings,-20.29833984375
openly,2,open_ly,-18.187835693359375
opens,1,opens,-14.688873291015625
opera,2,oper_a,-17.018321990966797
operand,2,oper_and,-21.624309539794922
operate,2,oper_ate,-17.855594635009766
operated,1,operated,-16.378173828125
operates,2,oper_ates,-19.429088592529297
operatic,2,oper_atic,-20.80630111694336
operating,2,oper_ating,-17.515731811523438
operation,1,operation,-15.044792175292969
operational,2,oper_ational,-17.836017608642578
operations,2,oper_ations,-17.595172882080078
operator,1,operator,-16.01141357421875
operators,2,oper_ators,-17.630733489990234
opinion,2,op_inion,-15.610965728759766
opinionated,3,op_inion_ated,-21.52225112915039
opinions,3,op_in_ions,-18.014984130859375
opium,2,op_ium,-19.514122009277344
opponent,2,opp_onent,-18.67108917236328
opponents,2,opp_onents,-18.028385162353516
opportune,3,o_pport_une,-21.51781463623047
opportunities,3,opp_ortun_ities,-18.265947341918945
opportunity,3,opp_ortun_ity,-17.07029151916504
oppose,2,opp_ose,-18.805233001708984
opposed,2,opp_osed,-19.318222045898438
opposes,2,opp_oses,-20.298118591308594
opposing,2,opp_osing,-18.710384368896484
opposite,2,opp_osite,-17.69192123413086
opposition,2,opp_osition,-17.812576293945312
oppressive,2,opp_ressive,-19.43737030029297
optical,2,opt_ical,-18.895553588867188
optimal,2,opt_imal,-19.037818908691406
optimality,2,optim_ality,-22.013473510742188
optimism,2,optim_ism,-18.32440185546875
optimistic,2,optim_istic,-17.458629608154297
optimization,2,optim_ization,-17.6644287109375
optimo,2,opt_imo,-25.701313018798828
optimum,2,opt_imum,-21.266597747802734
option,1,option,-14.516380310058594
optional,1,optional,-13.706214904785156
or,1,or,-11.18182373046875
oracle,2,or_acle,-18.973819732666016
oral,1,oral,-16.185409545898438
orally,2,or_ally,-20.61026382446289
orange,1,orange,-14.99017333984375
oranges,2,or_anges,-18.911884307861328
oration,1,oration,-22.591567993164062
orator,2,or_ator,-20.643543243408203
oratorical,3,or_ator_ical,-23.11581802368164
oratory,2,or_atory,-20.75313949584961
orbit,1,orbit,-18.430076599121094
orbital,2,orb_ital,-18.84404754638672
orbits,2,or_bits,-21.687122344970703
orchard,2,or_chard,-18.74887466430664
orchards,3,or_ch_ards,-18.880596160888672
orchester,2,or_chester,-22.272891998291016
