word,nr. of tokens,tokens,word score
enright,2,en_right,-21.930774688720703
enroll,2,en_roll,-17.65896987915039
enrolled,2,en_rolled,-19.328922271728516
enrollment,2,en_rollment,-17.70363998413086
enrollments,3,en_roll_ments,-21.697818756103516
ensemble,2,ense_mble,-18.327556610107422
ensign,2,ens_ign,-23.859294891357422
ensue,2,ens_ue,-24.292903900146484
ensued,2,ens_ued,-27.10916519165039
ensues,2,ens_ues,-24.46151351928711
ensuing,2,ens_uing,-24.423656463623047
ensure,2,ens_ure,-17.00393295288086
entail,2,ent_ail,-21.179912567138672
entails,2,ent_ails,-22.70840072631836
enter,1,enter,-15.66580581665039
entered,2,ent_ered,-19.58281707763672
entering,2,ent_ering,-19.37173843383789
enterprise,2,enter_prise,-18.074054718017578
enterprises,2,enter_prises,-21.071514129638672
enterprising,2,enter_prising,-20.769451141357422
enters,2,ent_ers,-19.583885192871094
entertain,2,ent_ertain,-18.070194244384766
entertained,3,ent_ert_ained,-23.13808822631836
entertainer,3,ent_ertain_er,-21.28934097290039
entertaining,3,ent_ert_aining,-19.381427764892578
entertainment,3,ent_ertain_ment,-18.212257385253906
enthusiasm,3,ent_hus_iasm,-21.304433822631836
enthusiast,4,ent_hus_i_ast,-19.796571731567383
enthusiastic,4,ent_hus_i_astic,-19.163976669311523
enthusiastically,4,ent_hus_i_astically,-21.664663314819336
entire,2,ent_ire,-17.600021362304688
entirely,3,ent_ire_ly,-19.204811096191406
entirety,3,ent_ire_ty,-23.37337875366211
entities,2,ent_ities,-19.010143280029297
entitle,2,ent_itle,-20.786754608154297
entitled,2,ent_itled,-20.128631591796875
entitles,2,ent_itles,-23.02627944946289
entity,1,entity,-15.845569610595703
entourage,2,ent_ourage,-20.495464324951172
entrance,2,ent_rance,-17.978286743164062
entranced,3,ent_ran_ced,-21.18203353881836
entreated,2,ent_reated,-24.199806213378906
entrenched,2,ent_renched,-22.113792419433594
entries,2,ent_ries,-18.308635711669922
entropy,2,ent_ropy,-17.91999053955078
entry,1,entry,-14.325511932373047
enumerated,3,en_umer_ated,-21.30925178527832
envelope,3,en_velop_e,-18.453086853027344
envelopes,3,en_velop_es,-20.86573600769043
envenomed,3,en_ven_omed,-23.893035888671875
enver,2,en_ver,-22.074871063232422
envied,2,env_ied,-23.737777709960938
enviously,2,en_viously,-21.716991424560547
environing,3,en_viron_ing,-23.504932403564453
environment,1,environment,-15.733417510986328
environmental,2,environment_al,-16.64370346069336
environments,2,en_vironments,-18.81937026977539
envisioned,3,en_vision_ed,-18.999393463134766
envy,2,en_vy,-18.590904235839844
enzymatic,3,enz_ym_atic,-22.906200408935547
enzyme,2,en_zyme,-20.022838592529297
enzymes,2,enz_ymes,-23.25766372680664
ephesus,3,ep_hes_us,-21.169185638427734
epic,2,ep_ic,-16.890483856201172
epics,2,ep_ics,-20.362438201904297
epicurus,3,ep_ic_urus,-22.768863677978516
epicycles,3,ep_icy_cles,-22.297351837158203
epidemic,3,ep_id_emic,-19.986160278320312
epigraph,2,ep_igraph,-20.815959930419922
epileptic,3,ep_ile_ptic,-22.673009872436523
epilogue,3,ep_il_ogue,-19.636985778808594
epiphany,2,ep_iphany,-19.426982879638672
epiphysis,3,ep_iph_ysis,-25.504085540771484
episcopal,2,ep_iscopal,-21.35146713256836
episode,1,episode,-14.32181167602539
episodes,2,ep_isodes,-19.52640151977539
epistemology,4,ep_ist_em_ology,-22.37509536743164
epistles,3,ep_ist_les,-27.340023040771484
epitaph,3,ep_it_aph,-20.774578094482422
epithets,3,ep_ithe_ts,-24.217952728271484
epitomized,4,ep_it_om_ized,-26.10692024230957
epoch,2,ep_och,-18.831348419189453
epsilon,3,ep_sil_on,-18.517555236816406
epsom,2,eps_om,-23.95702362060547
epstein,2,ep_stein,-20.683475494384766
equal,1,equal,-15.547718048095703
equality,1,equality,-17.06484603881836
equally,2,equ_ally,-19.82805824279785
equals,2,equ_als,-18.17685890197754
equanimity,3,equ_anim_ity,-21.022947311401367
equate,2,equ_ate,-18.95845603942871
equated,2,equ_ated,-21.476449966430664
equating,2,equ_ating,-20.94343376159668
equation,2,equ_ation,-18.06235694885254
equations,2,equ_ations,-19.60308265686035
equator,2,equ_ator,-20.55425453186035
equatorial,2,equ_atorial,-19.992799758911133
equidistant,3,equ_id_istant,-22.3391170501709
equilibrium,2,equ_ilibrium,-19.359100341796875
equilibriums,4,equ_ilib_ri_ums,-21.782062530517578
equine,2,equ_ine,-20.12613868713379
equines,2,equ_ines,-23.73195457458496
equip,2,equ_ip,-17.011079788208008
equipment,2,equ_ipment,-17.67316246032715
equipped,1,equipped,-15.979557037353516
equitable,2,equ_itable,-20.69740867614746
equitably,2,equ_itably,-24.27727699279785
equity,2,equ_ity,-18.435361862182617
equivalence,3,equ_ival_ence,-20.997037887573242
equivalent,2,equ_ivalent,-18.206605911254883
