word,nr. of tokens,tokens,word score
hals,2,h_als,-19.430511474609375
halt,2,h_alt,-18.32236099243164
halted,2,hal_ted,-20.747814178466797
halts,2,hal_ts,-19.67638397216797
halves,2,hal_ves,-20.79454803466797
ham,1,ham,-16.204574584960938
hamburger,3,ham_bur_ger,-18.32806396484375
hamilton,2,ham_ilton,-19.502532958984375
hamlet,2,ham_let,-20.933555603027344
hamm,2,ham_m,-19.210220336914062
hammarskjold,5,ham_m_ars_kj_old,-35.875892639160156
hammer,1,hammer,-16.640289306640625
hammered,3,ham_m_ered,-20.624759674072266
hammett,3,ham_m_ett,-24.879302978515625
hammons,2,ham_mons,-23.599456787109375
hamper,2,ham_per,-21.356300354003906
hampered,2,ham_pered,-21.15087127685547
hampers,3,h_amp_ers,-20.51337432861328
hampshire,3,h_amp_shire,-20.159313201904297
hamrick,2,ham_rick,-25.80187225341797
han,1,han,-17.863845825195312
hanch,2,h_anch,-22.123111724853516
hancock,2,h_ancock,-20.752716064453125
hand,1,hand,-15.068466186523438
handbooks,2,hand_books,-20.99615478515625
handclasp,3,hand_cl_asp,-23.14813232421875
handed,1,handed,-16.527618408203125
handful,2,hand_ful,-20.2806396484375
handicap,3,hand_ic_ap,-21.001663208007812
handier,2,hand_ier,-22.312984466552734
handing,2,hand_ing,-20.18790054321289
handkerchief,3,hand_ker_chief,-20.150837421417236
handle,1,handle,-15.408088684082031
handled,1,handled,-17.15373992919922
handler,1,handler,-16.658973693847656
handlers,2,hand_lers,-19.402042388916016
handles,2,hand_les,-18.340438842773438
handley,2,hand_ley,-21.673938751220703
handling,2,hand_ling,-17.591705322265625
handmade,2,hand_made,-18.951595306396484
handmaiden,3,hand_m_aiden,-21.50765609741211
hands,1,hands,-15.332405090332031
handsome,2,hands_ome,-16.983070373535156
handsomer,2,hands_omer,-22.178955078125
handsomest,3,hands_om_est,-23.08968734741211
handstand,2,hand_stand,-21.67154312133789
handstands,3,hand_stand_s,-23.41546630859375
handwriting,2,hand_writing,-19.370616912841797
handy,2,hand_y,-18.168407440185547
haney,2,h_aney,-21.759441375732422
hanford,2,han_ford,-25.26669692993164
hang,1,hang,-15.4677734375
hangars,2,hang_ars,-21.354732513427734
hanged,2,h_anged,-20.065616607666016
hangers,2,h_angers,-20.037353515625
hanging,2,h_anging,-18.30487823486328
hangouts,2,hang_outs,-19.372089385986328
hangover,2,hang_over,-18.163970947265625
hank,2,h_ank,-17.436473846435547
hankered,2,han_kered,-26.805118560791016
hanover,2,han_over,-25.94003677368164
hanoverian,3,han_over_ian,-31.863300323486328
hans,2,h_ans,-16.387500762939453
hansen,2,h_ansen,-20.278667449951172
hap,1,hap,-19.100723266601562
haphazard,3,h_aph_azard,-20.01092529296875
hapless,2,ha_pless,-19.43472671508789
happen,3,h_app_en,-18.052207946777344
happened,3,h_app_ened,-17.95162582397461
happening,3,h_app_ening,-18.428333282470703
happenings,4,h_app_en_ings,-20.137550354003906
happens,3,h_app_ens,-17.882518768310547
happenstance,5,h_app_en_st_ance,-21.733440399169922
happier,3,h_app_ier,-20.155324935913086
happiest,3,h_app_iest,-20.493614196777344
happily,3,h_app_ily,-18.267541885375977
happiness,2,h_appiness,-17.98633575439453
happy,1,happy,-14.472732543945312
haqvin,3,ha_q_vin,-28.54330062866211
haranguing,3,har_angu_ing,-24.374317169189453
harass,2,har_ass,-19.66252899169922
harassed,2,har_assed,-20.16519546508789
harbor,2,har_bor,-18.015701293945312
harbored,3,har_b_ored,-22.26169204711914
harbors,2,har_bors,-21.38918685913086
hard,1,hard,-14.386283874511719
harden,2,h_arden,-18.60741424560547
hardened,2,hard_ened,-18.982894897460938
hardener,2,hard_ener,-22.053936004638672
harder,2,hard_er,-17.728961944580078
hardest,2,hard_est,-18.810794830322266
hardly,2,hard_ly,-17.94458770751953
hardship,3,h_ards_hip,-22.51700210571289
hardships,3,h_ards_hips,-24.11687469482422
hardtack,2,hardt_ack,-31.65517807006836
hardware,2,hard_ware,-17.767932891845703
