word,nr. of tokens,tokens,word score
a,1,a,-10.4805908203125
aa,1,aa,-15.084381103515625
aaron,2,a_aron,-18.08362579345703
ab,1,ab,-13.794059753417969
abandon,2,ab_andon,-16.83501434326172
abandoned,3,ab_andon_ed,-17.331993103027344
abandoning,3,ab_andon_ing,-19.90618133544922
abbey,2,ab_bey,-18.48712921142578
abbot,2,abb_ot,-18.81283950805664
abbreviation,3,ab_bre_viation,-17.94528579711914
abdallah,3,ab_d_allah,-21.53882598876953
abdomen,3,ab_dom_en,-20.294639587402344
abdominal,3,ab_dom_inal,-20.625038146972656
abed,2,ab_ed,-20.023014068603516
abel,1,abel,-20.579696655273438
abell,2,ab_ell,-21.684398651123047
abernathys,4,ab_ern_ath_ys,-31.77737045288086
aberrant,2,aber_rant,-24.128917694091797
aberration,2,aber_ration,-22.18850326538086
aberrations,3,ab_err_ations,-23.18291473388672
abetted,2,abet_ted,-24.007328033447266
abeyance,3,ab_ey_ance,-23.553176879882812
abhorrent,3,ab_hor_rent,-21.244380950927734
abide,2,ab_ide,-19.508792877197266
abides,2,ab_ides,-20.730865478515625
abiding,1,abiding,-16.31018829345703
abilene,2,abil_ene,-29.043655395507812
abilities,1,abilities,-18.419525146484375
ability,1,ability,-16.522109985351562
abjection,2,ab_jection,-23.194053649902344
ablard,2,abl_ard,-31.900108337402344
ablation,2,ab_lation,-20.855377197265625
ablaze,2,abl_aze,-25.769527435302734
able,1,able,-17.16765594482422
ably,1,ably,-21.09845733642578
abner,2,ab_ner,-22.29867172241211
abo,1,abo,-19.560043334960938
aboard,2,ab_oard,-20.051101684570312
abode,2,ab_ode,-21.057701110839844
abolish,2,abol_ish,-21.65536880493164
abolished,2,abol_ished,-21.90747833251953
abolition,2,abol_ition,-18.58799171447754
abolitionists,3,abol_ition_ists,-22.296724319458008
aborigine,3,abor_ig_ine,-23.637409210205078
aborigines,3,abor_ig_ines,-23.610393524169922
abortion,1,abortion,-14.327911376953125
abortive,3,ab_ort_ive,-22.569808959960938
about,1,about,-11.362319946289062
above,1,above,-12.584617614746094
aboveground,2,above_ground,-18.750553131103516
abra,2,ab_ra,-18.34673309326172
abraham,2,ab_raham,-18.403614044189453
abreast,2,abre_ast,-23.417423248291016
abroad,2,ab_road,-19.562034606933594
abrogated,3,ab_rog_ated,-23.59714126586914
abrupt,2,ab_rupt,-19.992698669433594
abruptly,3,ab_rupt_ly,-21.392711639404297
abruptness,3,ab_rupt_ness,-26.08261489868164
abscissa,3,ab_sc_issa,-20.368431091308594
absence,2,abs_ence,-19.569522857666016
absences,2,abs_ences,-22.18057632446289
absent,2,abs_ent,-18.611507415771484
absentee,3,abs_ent_ee,-19.657245635986328
absently,2,abs_ently,-22.283275604248047
absentmindedly,4,abs_ent_minded_ly,-25.06427001953125
absolute,1,absolute,-16.593124389648438
absolutely,1,absolutely,-14.425559997558594
absolution,2,abs_olution,-20.973392486572266
absorb,2,abs_orb,-18.27475357055664
absorbed,2,absor_bed,-18.58864974975586
absorbing,2,absor_bing,-18.47423553466797
absorption,2,absor_ption,-17.313373565673828
absorptive,2,absor_ptive,-20.120067596435547
abstract,2,ab_stract,-15.345462799072266
abstraction,3,ab_st_raction,-18.359813690185547
abstractions,3,ab_stract_ions,-22.57807159423828
abstractly,3,ab_stract_ly,-22.25379180908203
abstracts,3,ab_stract_s,-20.542049407958984
absurd,2,abs_urd,-17.103015899658203
absurdities,3,abs_urd_ities,-21.859813690185547
absurdity,3,abs_urd_ity,-19.718494415283203
absurdly,3,abs_urd_ly,-19.005504608154297
abundance,3,ab_und_ance,-20.678885459899902
abundant,3,ab_und_ant,-19.719528198242188
abundantly,3,ab_und_antly,-22.680596351623535
abuse,1,abuse,-15.814643859863281
abused,2,ab_used,-19.981075286865234
abuses,2,ab_uses,-21.927467346191406
abyss,2,aby_ss,-20.717395782470703
academic,2,ac_ademic,-17.59064483642578
academically,3,ac_adem_ically,-23.574533462524414
academies,3,ac_ad_emies,-23.83677864074707
academy,3,ac_ad_emy,-19.10896110534668
acadia,2,ac_adia,-22.212242126464844
acala,2,ac_ala,-22.72576904296875
acapulco,4,ac_ap_ul_co,-24.199039459228516
accademia,3,acc_ad_emia,-22.388717651367188
accede,3,ac_ced_e,-23.309982299804688
accelerated,3,ac_celer_ated,-18.73053741455078
accelerating,3,ac_celer_ating,-20.140243530273438
acceleration,3,ac_celer_ation,-20.06887435913086
accelerations,3,ac_celer_ations,-23.105331420898438
accelerator,3,ac_celer_ator,-19.08191680908203
accelerometer,3,ac_celer_ometer,-20.558712005615234
accelerometers,3,ac_celer_ometers,-22.632888793945312
accent,2,ac_cent,-18.801334381103516
accented,3,ac_cent_ed,-21.88690185546875
accentuated,3,ac_cent_uated,-22.906822204589844
accept,1,accept,-15.030479431152344
acceptability,2,accept_ability,-21.33258819580078
acceptable,1,acceptable,-16.517959594726562
acceptance,2,accept_ance,-17.811473846435547
accepted,2,accept_ed,-16.479934692382812
accepting,2,accept_ing,-17.23166275024414
accepts,2,accept_s,-17.123661041259766
access,1,access,-13.257713317871094
accessible,1,accessible,-16.67462921142578
accessories,2,access_ories,-17.917551040649414
accident,2,acc_ident,-18.169998168945312
accidental,2,acc_idental,-18.07168960571289
accidents,2,acc_idents,-19.21230697631836
acclaimed,2,ac_claimed,-20.79226303100586
accolades,3,ac_col_ades,-22.709308624267578
