word,nr. of tokens,tokens,word score
thorn,2,th_orn,-18.927616119384766
thornburg,3,th_orn_burg,-25.99191665649414
thorny,3,th_orn_y,-21.532684326171875
thorough,2,th_orough,-18.550479888916016
thoroughfares,4,th_orough_f_ares,-29.14679718017578
thoroughly,3,th_orough_ly,-18.99199676513672
those,1,those,-13.332027435302734
thou,2,th_ou,-17.585708618164062
though,1,though,-13.919673919677734
thought,1,thought,-14.284709930419922
thoughtful,2,thought_ful,-16.591583251953125
thoughtfully,2,thought_fully,-19.453914642333984
thoughtfulness,2,thought_fulness,-19.426921844482422
thoughts,2,though_ts,-14.981739044189453
thousand,2,th_ousand,-18.495914459228516
thousands,2,th_ousands,-18.117874145507812
thousandth,3,th_ousand_th,-21.560386657714844
thrashed,3,th_r_ashed,-22.807235717773438
thread,1,thread,-14.653392791748047
threaded,2,thread_ed,-18.528244018554688
threading,2,thread_ing,-18.242305755615234
threads,2,thread_s,-16.326038360595703
threat,1,threat,-14.02859878540039
threaten,2,threat_en,-17.954856872558594
threatened,2,threat_ened,-16.325088500976562
threatening,1,threatening,-14.949321746826172
threateningly,2,threatening_ly,-17.449703216552734
threatens,2,threat_ens,-17.461109161376953
threats,2,threat_s,-15.20654296875
three,1,three,-12.259952545166016
threefold,2,three_fold,-18.366287231445312
threes,2,th_rees,-19.215999603271484
threshed,3,th_res_hed,-22.937427520751953
threshhold,3,th_resh_hold,-24.83721923828125
threshold,2,th_reshold,-20.46701431274414
threw,2,th_rew,-18.21377182006836
thrifty,3,th_r_ifty,-20.109642028808594
thrill,2,th_rill,-18.573326110839844
thrilled,3,th_r_illed,-19.562015533447266
thrilling,3,th_r_illing,-19.994800567626953
thrived,2,th_rived,-21.82607650756836
thriving,3,th_ri_ving,-19.806964874267578
throat,2,thro_at,-19.340194702148438
throats,2,thro_ats,-22.65427017211914
throaty,3,thro_at_y,-23.094329833984375
throbbed,3,th_rob_bed,-25.458621978759766
throbbing,3,th_rob_bing,-20.320327758789062
throes,2,thro_es,-23.287078857421875
throne,2,th_rone,-18.851585388183594
throneberry,3,th_rone_berry,-27.33294677734375
throng,3,th_r_ong,-20.746665954589844
throttle,2,thro_ttle,-19.94487762451172
through,1,through,-13.161449432373047
throughout,2,through_out,-14.927261352539062
throw,1,throw,-13.309436798095703
throwed,2,throw_ed,-20.414051055908203
throwing,2,th_rowing,-17.682628631591797
thrown,2,th_rown,-18.779766082763672
throws,2,th_rows,-18.90130615234375
thru,2,th_ru,-18.41949462890625
thrust,2,th_rust,-18.18486785888672
thrusting,3,th_rust_ing,-20.40536117553711
thrusts,3,th_rust_s,-22.825740814208984
thruway,3,th_ru_way,-25.009296417236328
thud,2,th_ud,-19.462947845458984
thudding,2,th_udding,-22.588092803955078
thumb,2,th_umb,-16.24526596069336
thumbed,3,th_umb_ed,-22.502216339111328
thumbnail,2,th_umbnail,-17.803951263427734
thump,2,th_ump,-19.870525360107422
thumping,2,th_umping,-19.643566131591797
thunder,2,th_under,-16.67919158935547
thunderclaps,4,th_under_cl_aps,-23.20376205444336
thundered,3,th_und_ered,-22.30328369140625
thunk,2,th_unk,-18.07294464111328
thurber,2,thur_ber,-28.3426513671875
thursday,2,th_ursday,-18.77967071533203
thus,1,thus,-14.943851470947266
thy,1,thy,-17.694988250732422
thyroglobulin,5,thy_rog_l_ob_ulin,-25.075969696044922
thyroid,2,thy_roid,-20.461780548095703
thyrotrophic,3,thy_rot_rophic,-28.141456604003906
thyrotrophin,4,thy_rot_roph_in,-28.754962921142578
thyroxine,3,thy_rox_ine,-24.161972045898438
tiao,2,t_iao,-20.362064361572266
tiber,2,t_iber,-19.08124542236328
tibet,3,t_ib_et,-18.647510528564453
tibetan,4,t_ib_et_an,-19.278484344482422
tiburon,3,t_ibur_on,-22.297222137451172
tick,1,tick,-15.893566131591797
ticker,2,t_icker,-19.128570556640625
ticket,1,ticket,-14.409374237060547
tickets,2,t_ickets,-17.7828369140625
ticonderoga,3,tic_onder_oga,-36.510154724121094
tidbits,3,t_id_bits,-18.68328094482422
tide,2,t_ide,-17.968280792236328
tides,2,t_ides,-18.501754760742188
tidewater,3,t_id_ewater,-21.831523895263672
tidiness,3,t_id_iness,-23.759979248046875
tidings,3,t_id_ings,-20.752208709716797
tie,1,tie,-16.01877212524414
tied,2,t_ied,-17.794635772705078
tiepolo,3,tie_p_olo,-27.15314483642578
tiered,2,tie_red,-18.106258392333984
ties,1,ties,-22.042041778564453
tigard,3,t_ig_ard,-22.384063720703125
tiger,2,t_iger,-16.577850341796875
tight,1,tight,-16.489871978759766
tighten,2,tight_en,-19.31159210205078
tightened,2,tight_ened,-22.372722625732422
tightening,2,tight_ening,-20.621471405029297
tighter,2,t_ighter,-20.65367889404297
tightest,2,tight_est,-21.840011596679688
tightly,2,tight_ly,-19.34299087524414
tijuana,2,t_ijuana,-20.397037506103516
tile,1,tile,-15.023021697998047
tiles,2,t_iles,-18.343467712402344
tilghman,3,til_gh_man,-26.32868194580078
till,2,t_ill,-17.28963851928711
tillie,3,t_ill_ie,-23.38125228881836
tilling,2,t_illing,-20.810989379882812
tilt,2,t_ilt,-16.380615234375
tilted,2,til_ted,-19.59988784790039
tilth,2,til_th,-21.622631072998047
tim,1,tim,-14.020038604736328
timber,2,tim_ber,-17.619644165039062
timbered,2,tim_bered,-23.47039031982422
timberlands,3,tim_ber_lands,-23.010494232177734
timbers,2,tim_bers,-19.276180267333984
timbre,2,tim_bre,-19.65308380126953
time,1,time,-13.09787368774414
timed,2,tim_ed,-16.52756118774414
timeless,2,tim_eless,-18.476985931396484
timeliness,3,tim_el_iness,-21.77257537841797
timely,2,time_ly,-19.74730682373047
times,1,times,-15.37271499633789
timetable,3,tim_et_able,-17.752010345458984
timid,2,tim_id,-19.342639923095703
timidly,3,tim_id_ly,-21.91292953491211
timing,2,tim_ing,-16.677688598632812
timothy,2,tim_othy,-17.148754119873047
tin,1,tin,-17.60964584350586
tincture,3,t_inct_ure,-18.98418426513672
tinder,2,t_inder,-18.99310302734375
tines,2,t_ines,-19.80974578857422
tingling,2,ting_ling,-23.25991439819336
tiniest,3,t_ini_est,-20.193492889404297
tinkers,3,t_ink_ers,-19.5411376953125
tinkling,3,t_ink_ling,-22.193832397460938
tinplated,3,tin_pl_ated,-28.38665771484375
tinsel,2,tin_sel,-22.748767852783203
tintable,3,t_int_able,-25.016311645507812
tintype,3,t_int_ype,-23.117839813232422
tiny,1,tiny,-13.946285247802734
tip,1,tip,-14.589122772216797
tipped,2,t_ipped,-18.546951293945312
tipping,2,t_ipping,-17.884666442871094
tips,1,tips,-16.202877044677734
tire,2,t_ire,-18.133068084716797
tired,2,t_ired,-16.393474578857422
tiredness,3,t_ired_ness,-21.903182983398438
tireless,3,t_ire_less,-21.61009979248047
tirelessly,3,t_ire_lessly,-25.72137451171875
tires,2,t_ires,-19.46753692626953
tiresome,3,t_ires_ome,-25.398433685302734
tiring,2,t_iring,-19.593292236328125
tissue,2,t_issue,-18.101764678955078
tissues,2,t_issues,-20.403945922851562
titan,2,t_itan,-18.104354858398438
titanium,3,t_it_anium,-18.346111297607422
titer,2,t_iter,-21.17639923095703
titers,3,t_it_ers,-24.48483657836914
title,1,title,-11.994678497314453
titled,2,t_itled,-19.185691833496094
titles,2,t_itles,-18.308368682861328
tits,2,t_its,-18.729454040527344
titter,2,t_itter,-20.672462463378906
titters,2,t_itters,-23.662822723388672
tizard,2,t_izard,-21.44628143310547
tjokorda,5,t_j_ok_ord_a,-38.387081146240234
tnt,2,t_nt,-18.18768310546875
to,1,to,-9.908283233642578
toast,2,to_ast,-17.704578399658203
tobacco,3,t_ob_acco,-17.645191192626953
today,1,today,-12.952411651611328
todd,2,t_odd,-16.476314544677734
toddlers,3,t_odd_lers,-23.05815887451172
todman,3,t_od_man,-24.727737426757812
toe,1,toe,-15.628246307373047
toes,2,to_es,-19.812206268310547
together,1,together,-14.600818634033203
toilet,2,to_ilet,-16.620800018310547
token,1,token,-15.783245086669922
tokens,3,t_ok_ens,-18.446338653564453
tokyo,3,t_ok_yo,-16.890724182128906
told,1,told,-13.16672134399414
tolerate,3,t_oler_ate,-20.506938934326172
tolerated,3,t_oler_ated,-21.352256774902344
toleration,3,t_oler_ation,-22.223270416259766
toll,2,t_oll,-17.644676208496094
tolled,3,t_oll_ed,-21.657249450683594
tolley,3,t_ol_ley,-21.519546508789062
tollhouse,3,t_oll_house,-23.752368927001953
tom,1,tom,-13.761737823486328
tomato,2,tom_ato,-15.845329284667969
tomatoes,2,tom_atoes,-18.66944122314453
tomb,2,t_omb,-16.63901138305664
tombigbee,4,t_omb_ig_bee,-30.18132972717285
tomblike,3,t_omb_like,-26.396135330200195
tombstones,3,t_omb_stones,-19.73802947998047
tommy,2,tom_my,-16.300830841064453
tomorrow,2,tom_orrow,-16.318862915039062
ton,1,ton,-15.689289093017578
tonal,2,ton_al,-19.890953063964844
tonalities,2,ton_alities,-25.78301239013672
tonally,2,ton_ally,-22.984493255615234
tone,1,tone,-16.362529754638672
toner,2,ton_er,-20.212051391601562
tones,1,tones,-20.531871795654297
tongs,2,t_ongs,-20.45269775390625
tongue,3,t_ong_ue,-17.428512573242188
tongues,3,t_ong_ues,-19.384044647216797
toni,2,ton_i,-20.2628173828125
tonight,2,ton_ight,-17.383392333984375
tons,1,tons,-19.54549789428711
tony,2,ton_y,-16.850421905517578
too,1,too,-12.951045989990234
took,2,t_ook,-15.61556625366211
tool,1,tool,-14.441364288330078
tooling,2,tool_ing,-18.498043060302734
tools,1,tools,-15.29434585571289
tooth,2,to_oth,-16.704540252685547
toothbrush,3,to_oth_brush,-18.507036209106445
top,1,top,-11.95986557006836
topcoats,3,top_co_ats,-23.07323455810547
topgallant,3,top_gall_ant,-24.511924743652344
topic,1,topic,-15.21059799194336
topical,2,top_ical,-16.02906036376953
topics,2,top_ics,-15.009113311767578
topmost,2,top_most,-20.828174591064453
topography,2,top_ography,-18.547393798828125
topped,2,to_pped,-19.349414825439453
topping,2,to_pping,-18.717304229736328
toppings,2,to_ppings,-20.910381317138672
toppled,3,to_pp_led,-20.31932830810547
toppling,3,to_pp_ling,-21.39702606201172
tops,1,tops,-17.135181427001953
torah,2,tor_ah,-20.487483978271484
torches,2,tor_ches,-22.059280395507812
tore,2,t_ore,-17.70827865600586
torment,2,tor_ment,-19.841888427734375
tormented,2,tor_mented,-20.487995147705078
tormenters,3,tor_ment_ers,-26.453330993652344
torn,1,torn,-15.34775161743164
tornado,2,torn_ado,-16.202022552490234
tornadoes,2,torn_adoes,-18.437740325927734
torpedo,3,tor_ped_o,-20.279895782470703
torpor,2,tor_por,-20.68498992919922
torque,2,tor_que,-19.339832305908203
torquer,2,tor_quer,-26.162193298339844
torquers,3,tor_qu_ers,-26.91791534423828
torrence,2,tor_rence,-23.565479278564453
torrent,2,tor_rent,-17.5909423828125
torrents,3,tor_rent_s,-19.758277893066406
torrio,2,tor_rio,-24.071151733398438
torso,2,tor_so,-20.646060943603516
torsos,3,t_ors_os,-20.884929656982422
torture,3,t_ort_ure,-17.087501525878906
tortured,3,t_ort_ured,-18.461917877197266
tortures,3,t_ort_ures,-20.182846069335938
tory,2,t_ory,-17.424942016601562
tosca,3,t_os_ca,-22.682193756103516
toss,2,t_oss,-17.22842025756836
tossed,3,t_oss_ed,-18.71780014038086
tossing,3,t_oss_ing,-19.04327392578125
total,1,total,-13.324878692626953
totaled,3,t_ot_aled,-21.436325073242188
totaling,3,t_ot_aling,-20.48788833618164
totalistic,2,total_istic,-21.484375
totalitarian,2,total_itarian,-19.916847229003906
totality,3,t_ot_ality,-21.30516815185547
totally,2,t_otally,-16.314376831054688
totals,3,t_ot_als,-18.965003967285156
tote,2,t_ote,-19.781150817871094
touch,1,touch,-14.131549835205078
touchdown,2,touch_down,-17.574703216552734
touched,2,t_ouched,-18.952640533447266
touches,3,t_ou_ches,-19.713836669921875
touching,2,touch_ing,-17.169902801513672
touchstone,2,touch_stone,-20.725570678710938
tough,2,t_ough,-16.876808166503906
tougher,3,t_oug_her,-19.740032196044922
toughest,3,t_oug_hest,-20.653671264648438
toujours,4,t_ou_j_ours,-20.531856536865234
tour,2,t_our,-16.38027572631836
touring,2,t_ouring,-19.675586700439453
tourist,3,t_our_ist,-18.450889587402344
tourists,3,t_our_ists,-19.61914825439453
tournament,2,t_ournament,-16.836334228515625
tournaments,2,t_ournaments,-19.577510833740234
tours,2,t_ours,-18.124755859375
tousled,3,t_ous_led,-21.169986724853516
toward,2,t_oward,-17.734264373779297
towards,3,t_ow_ards,-17.07437515258789
towboats,3,t_ow_boats,-25.858600616455078
towel,3,t_ow_el,-17.319934844970703
towels,3,t_ow_els,-18.404396057128906
tower,1,tower,-16.670856475830078
towering,2,tower_ing,-20.33712387084961
towers,2,t_owers,-18.839359283447266
town,1,town,-15.044971466064453
towns,2,town_s,-16.97562026977539
towsley,3,t_ows_ley,-26.868152618408203
toxic,2,t_oxic,-17.227039337158203
toynbee,4,t_oy_n_bee,-25.74285888671875
toys,2,t_oys,-18.86227035522461
tr,1,tr,-12.991802215576172
trace,1,trace,-15.619991302490234
traced,2,tr_aced,-19.83954620361328
tracers,2,tr_acers,-19.74274444580078
traces,2,tr_aces,-17.630081176757812
trachea,3,tr_ache_a,-21.650096893310547
tracing,2,tr_acing,-17.553009033203125
track,1,track,-14.766376495361328
tracked,2,tr_acked,-18.330142974853516
tracking,1,tracking,-16.45205307006836
tracks,1,tracks,-17.050785064697266
tract,2,t_ract,-18.23241424560547
tractor,2,t_ractor,-18.908153533935547
tractors,3,t_ract_ors,-19.67751693725586
tracts,3,t_ract_s,-20.79616928100586
trade,1,trade,-14.297000885009766
traded,2,tr_aded,-19.50263214111328
trademark,3,tr_adem_ark,-18.437511444091797
traders,2,tr_aders,-18.75360107421875
trades,2,tr_ades,-18.653942108154297
trading,2,tr_ading,-18.291332244873047
tradition,3,tr_ad_ition,-18.665630340576172
traditional,1,traditional,-14.734020233154297
traditionalist,2,traditional_ist,-18.489578247070312
traditionalized,2,traditional_ized,-21.349815368652344
traditionally,3,tr_ad_itionally,-17.757667541503906
traditions,3,tr_ad_itions,-20.109359741210938
traffic,2,tra_ffic,-15.381378173828125
trafficked,3,tra_ff_icked,-19.948104858398438
tragedians,3,tr_aged_ians,-26.273515701293945
tragedies,3,tr_aged_ies,-23.2103214263916
tragedy,3,tr_aged_y,-17.54075813293457
tragic,2,tr_agic,-18.420082092285156
trail,2,tra_il,-15.694072723388672
trailed,2,tra_iled,-19.506187438964844
trailer,2,tra_iler,-15.30160903930664
trailers,2,tra_ilers,-18.362133026123047
trailing,2,tra_iling,-16.838150024414062
trails,2,tra_ils,-17.15106964111328
train,1,train,-14.393421173095703
trained,1,trained,-15.97366714477539
training,1,training,-14.901691436767578
