word,nr. of tokens,tokens,word score
bonenfant,3,bon_enf_ant,-28.545982360839844
bones,1,bones,-18.44158935546875
bonfire,2,bon_fire,-18.383403778076172
bonhoeffer,3,bon_hoe_ffer,-24.545669555664062
bonn,2,bon_n,-18.345748901367188
bonner,2,bon_ner,-20.396045684814453
bonnet,2,bon_net,-18.9632568359375
bonnor,2,bon_nor,-23.3082275390625
bonus,2,bon_us,-16.53223419189453
bony,2,b_ony,-18.640178680419922
boobify,3,bo_ob_ify,-25.308822631835938
booby,2,bo_oby,-18.633655548095703
book,1,book,-14.586982727050781
bookcase,2,book_case,-24.018043518066406
bookcases,2,book_cases,-25.083667755126953
booked,2,book_ed,-21.31869125366211
booker,2,book_er,-20.835315704345703
booking,2,book_ing,-20.075191497802734
bookkeeping,2,book_keeping,-20.303600311279297
books,1,books,-12.002021789550781
bookshelf,3,book_she_lf,-22.097347259521484
boom,2,bo_om,-15.704879760742188
boomed,2,bo_omed,-22.592052459716797
boomtown,3,bo_om_town,-20.357646942138672
boos,2,bo_os,-17.931453704833984
boost,1,boost,-15.148277282714844
boosted,2,boost_ed,-19.276927947998047
boosting,2,boost_ing,-18.62926483154297
boosts,2,boost_s,-19.84963607788086
boot,1,boot,-14.474380493164062
booth,2,bo_oth,-17.098007202148438
booths,2,bo_oths,-20.208541870117188
bootle,2,boot_le,-19.974918365478516
bootleggers,4,boot_le_gg_ers,-21.041446685791016
bootlegging,3,boot_le_gging,-23.055591583251953
boots,2,b_oots,-17.063037872314453
booty,2,boot_y,-18.283695220947266
bordel,3,b_ord_el,-21.7154541015625
borden,3,b_ord_en,-21.16765594482422
border,1,border,-14.562545776367188
bordering,2,b_ordering,-20.343563079833984
borderline,2,border_line,-15.943988800048828
borders,2,b_orders,-19.318023681640625
bore,2,b_ore,-18.137004852294922
bored,2,b_ored,-16.404254913330078
boredom,3,b_ored_om,-18.583721160888672
bores,2,b_ores,-21.241901397705078
boring,2,bor_ing,-15.842288970947266
boris,2,bor_is,-17.991069793701172
borland,2,bor_land,-18.87348175048828
born,1,born,-14.346221923828125
borne,1,borne,-17.23406982421875
borough,1,borough,-18.57384490966797
borrow,2,bor_row,-16.484619140625
borrowed,3,bor_row_ed,-17.2156982421875
borrowing,2,bor_rowing,-18.323928833007812
bosis,2,b_osis,-23.487686157226562
bosom,2,bos_om,-22.085002899169922
boss,1,boss,-15.655494689941406
bossman,2,boss_man,-20.988147735595703
boston,2,b_oston,-16.643352508544922
both,1,both,-12.487655639648438
bother,2,b_other,-18.985515594482422
bothered,2,bot_hered,-23.014869689941406
bothering,3,b_other_ing,-21.29351806640625
bothers,3,b_other_s,-20.630741119384766
bottle,2,bott_le,-16.475223541259766
bottled,2,bott_led,-19.02389144897461
bottleneck,2,bott_leneck,-19.80292510986328
bottles,2,bott_les,-18.00336456298828
bottom,1,bottom,-15.248970031738281
bottoms,2,bott_oms,-19.6488037109375
botulinal,3,bot_ul_inal,-30.1981143951416
botulinum,3,bot_ulin_um,-22.291473388671875
bouffe,3,b_ou_ffe,-22.939098358154297
bought,2,b_ought,-16.73953628540039
boulder,2,b_oulder,-18.593463897705078
boulders,3,b_ould_ers,-19.982906341552734
boulevard,3,b_ou_levard,-19.525875091552734
boulevards,4,b_ou_lev_ards,-24.68421173095703
boun,2,b_oun,-17.72122573852539
bounce,2,b_ounce,-17.609683990478516
bounced,2,b_ounced,-19.862194061279297
bouncing,2,b_ouncing,-18.711681365966797
